,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
20,30,1610612742,2,6,Dončić REBOUND (Off:0 Def:1),Rebound,Unknown,1430.0,h,True,DAL,10
21,31,1610612742,2,6,Dončić Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1430.0,h,False,DAL,10
22,31,1610612759,2,6,Barnes STEAL (1 STL),,,1430.0,v,True,SAS,11
23,33,1610612742,2,6,Washington P.FOUL (P1.T2) (R.Mott),Foul,Personal,1430.0,h,False,SAS,11
24,35,1610612759,2,6,MISS Sochan 3PT Jump Shot,Missed Shot,Jump Shot,1490.0,v,False,SAS,11
25,36,1610612742,2,6,Dončić REBOUND (Off:0 Def:2),Rebound,Unknown,1530.0,h,True,DAL,12
26,37,1610612742,4,6,Thompson 19' Pullup Jump Shot (2 PTS) (Dončić 1 AST),Made Shot,Pullup Jump shot,1640.0,h,False,DAL,12
27,39,1610612742,4,6,Dončić Violation:Kicked Ball (J.Goldenberg),Violation,Kicked Ball,1710.0,h,True,SAS,13
28,40,1610612759,4,6,Wembanyama Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1760.0,v,False,SAS,13
29,40,1610612742,4,6,Thompson STEAL (1 STL),,,1760.0,h,True,DAL,14
30,42,1610612742,4,6,MISS Irving 20' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1880.0,h,False,DAL,14
31,43,1610612759,4,6,Barnes REBOUND (Off:0 Def:1),Rebound,Unknown,1900.0,v,True,SAS,15
32,44,1610612759,4,6,MISS Wembanyama 2' Running Alley Oop Dunk Shot,Missed Shot,Running Alley Oop Dunk Shot,1940.0,v,False,SAS,15
33,45,1610612742,4,6,Thompson REBOUND (Off:1 Def:2),Rebound,Unknown,1960.0,h,True,DAL,16
34,46,1610612742,4,6,MISS Washington 26' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,2000.0,h,False,DAL,16
35,47,0,4,6,Spurs Rebound,Rebound,Unknown,2010.0,v,True,SAS,17
36,49,1610612759,4,8,Barnes 5' Floating Jump Shot (2 PTS),Made Shot,Floating Jump shot,2230.0,v,False,SAS,17
37,51,1610612742,7,8,Irving 25' 3PT Pullup Jump Shot (3 PTS),Made Shot,Pullup Jump shot,2350.0,h,True,DAL,18
38,52,1610612759,7,10,Champagnie 3' Cutting Layup Shot (5 PTS) (Paul 2 AST),Made Shot,Cutting Layup Shot,2470.0,v,True,SAS,19
39,54,1610612742,7,10,MISS Washington 2' Driving Layup,Missed Shot,Driving Layup Shot,2620.0,h,True,DAL,20
40,55,1610612742,7,10,Washington REBOUND (Off:1 Def:0),Rebound,Unknown,2660.0,h,False,DAL,20
41,56,1610612742,9,10,Washington Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,2660.0,h,False,DAL,20
42,57,1610612759,9,10,Wembanyama Lost Ball Turnover (P2.T2),Turnover,Lost Ball,2810.0,v,True,SAS,21
43,57,1610612742,9,10,Thompson STEAL (2 STL),,,2810.0,h,True,DAL,22
44,59,1610612742,9,10,MISS Dončić 4' Running Layup,Missed Shot,Running Layup Shot,2840.0,h,False,DAL,22
45,59,1610612759,9,10,Champagnie BLOCK (1 BLK),,,2840.0,v,False,DAL,22
46,61,0,9,10,MAVERICKS Rebound,Rebound,Unknown,2840.0,h,False,DAL,22
47,63,1610612742,9,10,SUB: Grimes FOR Irving,Substitution,,2840.0,h,False,DAL,22
48,64,1610612759,9,10,SUB: Collins FOR Wembanyama,Substitution,,2840.0,v,False,DAL,22
49,67,1610612742,12,10,Thompson 3PT Jump Shot (5 PTS) (Dončić 2 AST),Made Shot,Jump Shot,2880.0,h,False,DAL,22
50,69,1610612759,12,12,Barnes 1' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,3020.0,v,True,SAS,23
51,70,1610612742,12,12,MISS Gafford 8' Turnaround Hook Shot,Missed Shot,Turnaround Hook Shot,3160.0,h,True,DAL,24
52,71,1610612759,12,12,Champagnie REBOUND (Off:0 Def:2),Rebound,Unknown,3180.0,v,True,SAS,25
53,72,1610612759,12,12,MISS Paul 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,3250.0,v,False,SAS,25
54,73,1610612742,12,12,Dončić REBOUND (Off:0 Def:3),Rebound,Unknown,3290.0,h,True,DAL,26
55,74,1610612759,12,12,Paul S.FOUL (P1.T1) (J.Tiven),Foul,Shooting,3310.0,v,False,DAL,26
56,76,0,12,12,MAVERICKS Timeout: Regular (Full 1 Short 0),Timeout,Regular,3310.0,h,False,DAL,26
57,77,1610612759,12,12,SUB: Johnson FOR Paul,Substitution,,3310.0,v,False,DAL,26
58,87,1610612759,12,12,SUB: Jones FOR Champagnie,Substitution,,3310.0,v,False,DAL,26
59,79,1610612742,12,12,MISS Gafford Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,3310.0,h,False,DAL,26
60,80,0,12,12,MAVERICKS Rebound,Rebound,Normal Rebound,3310.0,h,False,DAL,26
61,81,1610612742,13,12,Gafford Free Throw 2 of 2 (3 PTS),Free Throw,Free Throw 2 of 2,3310.0,h,False,DAL,26
62,82,1610612759,13,12,Sochan Step Out of Bounds Turnover (P1.T3),Turnover,Step Out of Bounds Turnover,3430.0,v,True,SAS,27
63,85,1610612742,13,12,SUB: Lively II FOR Gafford,Substitution,,3430.0,h,True,DAL,28
64,89,1610612742,13,12,MISS Thompson 25' 3PT Jump Shot,Missed Shot,Jump Shot,3570.0,h,False,DAL,28
65,90,1610612742,13,12,Lively II REBOUND (Off:1 Def:0),Rebound,Unknown,3590.0,h,False,DAL,28
66,91,1610612742,13,12,MISS Washington 24' 3PT Jump Shot,Missed Shot,Jump Shot,3610.0,h,False,DAL,28
67,92,1610612742,13,12,Lively II REBOUND (Off:2 Def:0),Rebound,Unknown,3630.0,h,False,DAL,28
68,93,1610612742,13,12,MISS Dončić 18' Step Back Jump Shot,Missed Shot,Step Back Jump shot,3670.0,h,False,DAL,28
69,94,1610612759,13,12,Sochan REBOUND (Off:0 Def:1),Rebound,Unknown,3670.0,v,True,SAS,29
70,95,1610612759,13,15,Barnes 25' 3PT Jump Shot (7 PTS) (Jones 1 AST),Made Shot,Jump Shot,3900.0,v,False,SAS,29
71,97,1610612742,13,15,MISS Thompson 5' Driving Layup,Missed Shot,Driving Layup Shot,4030.0,h,True,DAL,30
72,98,1610612759,13,15,Collins REBOUND (Off:0 Def:1),Rebound,Unknown,4060.0,v,True,SAS,31
73,99,1610612759,13,18,Barnes 26' 3PT Running Jump Shot (10 PTS) (Sochan 1 AST),Made Shot,Running Jump Shot,4110.0,v,False,SAS,31
74,101,1610612742,15,18,Dončić 2' Driving Finger Roll Layup (2 PTS),Made Shot,Driving Finger Roll Layup Shot,4210.0,h,True,DAL,32
75,102,1610612759,15,20,Barnes 13' Pullup Jump Shot (12 PTS) (Jones 2 AST),Made Shot,Pullup Jump shot,4390.0,v,True,SAS,33
76,104,1610612759,15,20,Collins P.FOUL (P1.T2) (J.Goldenberg),Foul,Personal,4480.0,v,True,DAL,34
77,106,1610612742,15,20,SUB: Kleber FOR Washington,Substitution,,4480.0,h,False,DAL,34
78,107,1610612742,15,20,SUB: Marshall FOR Thompson,Substitution,,4480.0,h,False,DAL,34
79,110,1610612759,15,20,Sochan S.FOUL (P1.T3) (R.Mott),Foul,Shooting,4570.0,v,False,DAL,34
80,112,1610612742,15,20,MISS Dončić Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,4570.0,h,False,DAL,34
81,113,0,15,20,MAVERICKS Rebound,Rebound,Normal Rebound,4570.0,h,False,DAL,34
82,114,1610612742,16,20,Dončić Free Throw 2 of 2 (3 PTS),Free Throw,Free Throw 2 of 2,4570.0,h,False,DAL,34
83,115,1610612759,16,20,Johnson Out of Bounds Lost Ball Turnover (P1.T4),Turnover,Out of Bounds Lost Ball Turnover,4690.0,v,True,SAS,35
84,116,1610612742,16,20,SUB: Irving FOR Dončić,Substitution,,4690.0,h,True,DAL,36
85,118,1610612742,18,20,Irving 12' Pullup Jump Shot (5 PTS),Made Shot,Pullup Jump shot,4860.0,h,False,DAL,36
86,119,1610612759,18,20,MISS Collins 15' Jump Shot,Missed Shot,Jump Shot,5020.0,v,True,SAS,37
87,120,1610612742,18,20,Kleber REBOUND (Off:0 Def:1),Rebound,Unknown,5050.0,h,True,DAL,38
88,121,1610612742,18,20,MISS Grimes 25' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,5100.0,h,False,DAL,38
89,122,1610612759,18,20,Barnes REBOUND (Off:0 Def:2),Rebound,Unknown,5130.0,v,True,SAS,39
90,123,1610612759,18,20,Johnson Step Out of Bounds Turnover (P2.T5),Turnover,Step Out of Bounds Turnover,5200.0,v,False,SAS,39
91,124,1610612759,18,20,SUB: Castle FOR Sochan,Substitution,,5200.0,v,True,DAL,40
92,126,1610612742,18,20,Lively II Traveling Turnover (P1.T2),Turnover,Traveling,5330.0,h,False,DAL,40
93,127,1610612759,18,20,Collins OFF.Foul (P2) (J.Tiven),Foul,Offensive,5460.0,v,True,SAS,41
94,129,1610612759,18,20,Collins Offensive Foul Turnover (P1.T6),Turnover,Offensive Foul Turnover,5460.0,v,False,SAS,41
95,130,0,18,20,Spurs Timeout: Regular (Reg.1 Short 0),Timeout,Regular,5460.0,v,True,DAL,42
96,131,1610612759,18,20,SUB: Wembanyama FOR Collins,Substitution,,5460.0,v,False,DAL,42
97,133,1610612742,20,20,Lively II 2' Cutting Dunk Shot (2 PTS) (Kleber 1 AST),Made Shot,Cutting Dunk Shot,5580.0,h,False,DAL,42
98,135,1610612759,20,22,Wembanyama 1' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,5820.0,v,True,SAS,43
99,136,1610612742,20,22,MISS Grimes 7' Driving Layup,Missed Shot,Driving Layup Shot,5990.0,h,True,DAL,44
100,137,1610612759,20,22,Wembanyama REBOUND (Off:0 Def:2),Rebound,Unknown,6010.0,v,True,SAS,45
101,138,1610612759,20,22,Castle Out of Bounds - Bad Pass Turnover Turnover (P1.T7),Turnover,Out of Bounds - Bad Pass Turnover,6070.0,v,False,SAS,45
102,139,1610612759,20,22,SUB: Paul FOR Barnes,Substitution,,6070.0,v,True,DAL,46
103,141,1610612742,20,22,MISS Marshall 25' 3PT Jump Shot,Missed Shot,Jump Shot,6270.0,h,False,DAL,46
104,142,1610612742,20,22,Irving REBOUND (Off:1 Def:0),Rebound,Unknown,6290.0,h,False,DAL,46
105,143,1610612742,20,22,MISS Kleber 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,6370.0,h,False,DAL,46
106,144,0,20,22,Spurs Rebound,Rebound,Unknown,6380.0,v,True,SAS,47
107,146,1610612759,20,22,Wembanyama Traveling Turnover (P3.T8),Turnover,Traveling,6570.0,v,False,SAS,47
108,147,1610612742,20,22,MISS Irving 11' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,6711.0,h,True,DAL,48
109,148,1610612759,20,22,Paul REBOUND (Off:0 Def:2),Rebound,Unknown,6732.0,v,True,SAS,49
110,149,1610612759,20,22,MISS Paul 27' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,6797.0,v,False,SAS,49
111,150,1610612759,20,22,Jones REBOUND (Off:1 Def:0),Rebound,Unknown,6820.0,v,False,SAS,49
112,151,1610612759,20,22,MISS Johnson 3PT Jump Shot,Missed Shot,Jump Shot,6910.0,v,False,SAS,49
113,152,1610612742,20,22,Kleber REBOUND (Off:0 Def:2),Rebound,Unknown,6965.0,h,True,DAL,50
114,153,1610612742,20,22,MISS Marshall 3PT Jump Shot,Missed Shot,Jump Shot,7173.0,h,False,DAL,50
115,154,1610612759,20,22,Castle REBOUND (Off:0 Def:1),Rebound,Unknown,7173.0,v,True,SAS,51
116,155,0,20,22,End of 1st Period (8:02 PM EST),period,end,7200.0,,False,SAS,51
117,166,0,20,22,Start of 2nd Period (8:06 PM EST),period,start,7200.0,,True,DAL,52
118,167,1610612742,20,22,MISS Dončić 9' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,7360.0,h,False,DAL,52
119,168,1610612759,20,22,Wembanyama REBOUND (Off:0 Def:3),Rebound,Unknown,7380.0,v,True,SAS,53
120,169,1610612759,20,22,MISS Wembanyama 4' Layup,Missed Shot,Layup Shot,7500.0,v,False,SAS,53
121,169,1610612742,20,22,Dončić BLOCK (1 BLK),,,7500.0,h,False,SAS,53
122,171,0,20,22,Spurs Rebound,Rebound,Unknown,7500.0,v,False,SAS,53
123,287,1610612759,20,22,MISS Wembanyama 9' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,7550.0,v,False,SAS,53
124,287,1610612742,20,22,Hardy BLOCK (1 BLK),,,7550.0,h,False,SAS,53
125,289,1610612742,20,22,Thompson REBOUND (Off:1 Def:3),Rebound,Unknown,7550.0,h,True,DAL,54
126,175,1610612742,20,22,MISS Gafford 4' Running Layup,Missed Shot,Running Layup Shot,7600.0,h,False,DAL,54
127,176,1610612742,20,22,Gafford REBOUND (Off:1 Def:0),Rebound,Unknown,7640.0,h,False,DAL,54
128,177,1610612742,22,22,Gafford Tip Dunk Shot (5 PTS),Made Shot,Tip Dunk Shot,7640.0,h,False,DAL,54
129,178,1610612759,22,22,MISS Castle 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,7770.0,v,True,SAS,55
130,179,1610612742,22,22,Gafford REBOUND (Off:1 Def:1),Rebound,Unknown,7790.0,h,True,DAL,56
131,180,1610612742,22,22,MISS Thompson 28' 3PT Jump Shot,Missed Shot,Jump Shot,7850.0,h,False,DAL,56
132,181,1610612742,22,22,Gafford REBOUND (Off:2 Def:1),Rebound,Unknown,7870.0,h,False,DAL,56
133,182,1610612742,22,22,MISS Thompson 24' 3PT Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,7930.0,h,False,DAL,56
134,183,0,22,22,Spurs Rebound,Rebound,Unknown,7950.0,v,True,SAS,57
135,185,1610612759,22,22,SUB: Sochan FOR Castle,Substitution,,7950.0,v,False,SAS,57
136,187,1610612759,22,22,MISS Wembanyama 16' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,8200.0,v,False,SAS,57
137,188,1610612742,22,22,Dončić REBOUND (Off:0 Def:4),Rebound,Unknown,8230.0,h,True,DAL,58
138,189,1610612742,22,22,MISS Kleber 5' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,8430.0,h,False,DAL,58
139,189,1610612759,22,22,Champagnie BLOCK (2 BLK),,,8430.0,v,False,DAL,58
140,191,1610612759,22,22,Paul REBOUND (Off:0 Def:3),Rebound,Unknown,8470.0,v,True,SAS,59
141,194,1610612742,22,22,Thompson S.FOUL (P1.T1) (J.Tiven),Foul,Shooting,8500.0,h,False,SAS,59
142,196,1610612759,22,23,Sochan Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,8500.0,v,False,SAS,59
143,197,1610612742,22,23,SUB: Washington FOR Kleber,Substitution,,8500.0,h,False,SAS,59
144,198,1610612759,22,23,SUB: Wesley FOR Johnson,Substitution,,8500.0,v,False,SAS,59
145,201,1610612759,22,24,Sochan Free Throw 2 of 2 (5 PTS),Free Throw,Free Throw 2 of 2,8500.0,v,False,SAS,59
146,202,1610612742,22,24,MISS Dončić 16' Step Back Jump Shot,Missed Shot,Step Back Jump shot,8620.0,h,True,DAL,60
147,203,1610612759,22,24,Champagnie REBOUND (Off:0 Def:3),Rebound,Unknown,8660.0,v,True,SAS,61
148,204,1610612759,22,24,Paul Bad Pass Turnover (P1.T9),Turnover,Bad Pass,8740.0,v,False,SAS,61
149,204,1610612742,22,24,Gafford STEAL (1 STL),,,8740.0,h,True,DAL,62
150,206,1610612742,22,24,Gafford Bad Pass Turnover (P1.T3),Turnover,Bad Pass,8770.0,h,False,DAL,62
151,206,1610612759,22,24,Paul STEAL (1 STL),,,8770.0,v,True,SAS,63
152,208,1610612759,22,26,Sochan 1' Cutting Layup Shot (7 PTS) (Champagnie 1 AST),Made Shot,Cutting Layup Shot,8820.0,v,False,SAS,63
153,210,1610612742,22,26,MISS Washington 25' 3PT Jump Shot,Missed Shot,Jump Shot,8920.0,h,True,DAL,64
154,211,1610612759,22,26,Sochan REBOUND (Off:0 Def:2),Rebound,Unknown,8950.0,v,True,SAS,65
155,212,1610612759,22,26,MISS Sochan 6' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,9100.0,v,False,SAS,65
156,213,1610612759,22,26,Champagnie REBOUND (Off:1 Def:3),Rebound,Unknown,9120.0,v,False,SAS,65
157,214,1610612759,22,26,MISS Wembanyama 29' 3PT Jump Shot,Missed Shot,Jump Shot,9150.0,v,False,SAS,65
158,215,1610612742,22,26,Gafford REBOUND (Off:2 Def:2),Rebound,Unknown,9190.0,h,True,DAL,66
159,216,1610612742,22,26,MISS Dončić 2' Driving Layup,Missed Shot,Driving Layup Shot,9270.0,h,False,DAL,66
160,217,1610612742,22,26,Thompson REBOUND (Off:2 Def:3),Rebound,Unknown,9310.0,h,False,DAL,66
161,220,1610612742,25,26,Thompson 25' 3PT Jump Shot (8 PTS),Made Shot,Jump Shot,9340.0,h,False,DAL,66
162,221,1610612742,25,26,Gafford S.FOUL (P1.T2) (J.Goldenberg),Foul,Shooting,9450.0,h,True,SAS,67
163,223,1610612759,25,27,Wembanyama Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,9450.0,v,False,SAS,67
164,225,1610612759,25,28,Wembanyama Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,9450.0,v,False,SAS,67
165,226,1610612742,27,28,Dončić 8' Driving Floating Bank Jump Shot (5 PTS),Made Shot,Driving Floating Bank Jump Shot,9550.0,h,True,DAL,68
166,227,1610612742,27,28,Hardy P.FOUL (P1.T3) (J.Goldenberg),Foul,Personal,9590.0,h,True,SAS,69
167,229,1610612742,27,28,SUB: Irving FOR Hardy,Substitution,,9590.0,h,False,SAS,69
168,230,1610612759,27,28,SUB: Collins FOR Wembanyama,Substitution,,9590.0,v,False,SAS,69
169,233,1610612759,27,30,Champagnie 11' Pullup Jump Shot (7 PTS) (Wesley 1 AST),Made Shot,Pullup Jump shot,9680.0,v,False,SAS,69
170,235,1610612742,27,30,MISS Washington 3PT Jump Shot,Missed Shot,Jump Shot,9940.0,h,True,DAL,70
171,236,1610612742,27,30,Thompson REBOUND (Off:3 Def:3),Rebound,Unknown,9960.0,h,False,DAL,70
172,237,1610612759,27,30,Paul S.FOUL (P2.T1) (J.Goldenberg),Foul,Shooting,10010.0,v,False,DAL,70
173,239,1610612742,27,30,MISS Washington Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,10010.0,h,False,DAL,70
174,240,0,27,30,MAVERICKS Rebound,Rebound,Normal Rebound,10010.0,h,False,DAL,70
175,241,1610612759,27,30,SUB: Jones FOR Paul,Substitution,,10010.0,v,False,DAL,70
176,243,1610612742,28,30,Washington Free Throw 2 of 2 (3 PTS),Free Throw,Free Throw 2 of 2,10010.0,h,False,DAL,70
177,244,1610612759,28,33,Collins 25' 3PT Jump Shot (3 PTS) (Sochan 2 AST),Made Shot,Jump Shot,10160.0,v,True,SAS,71
178,246,1610612759,28,33,Sochan P.FOUL (P2.T2) (R.Mott),Foul,Personal,10230.0,v,True,DAL,72
179,248,0,28,33,MAVERICKS Timeout: Regular (Full 2 Short 0),Timeout,Regular,10230.0,h,False,DAL,72
180,249,1610612742,28,33,SUB: Lively II FOR Gafford,Substitution,,10230.0,h,False,DAL,72
181,250,1610612759,28,33,SUB: Johnson FOR Wesley,Substitution,,10230.0,v,False,DAL,72
182,253,1610612742,30,33,Dončić 19' Fadeaway Jumper (7 PTS) (Lively II 1 AST),Made Shot,Fadeaway Jump Shot,10330.0,h,False,DAL,72
183,255,1610612759,30,36,Champagnie 24' 3PT Jump Shot (10 PTS) (Johnson 1 AST),Made Shot,Jump Shot,10530.0,v,True,SAS,73
184,257,1610612742,30,36,MISS Dončić 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,10660.0,h,True,DAL,74
185,258,1610612742,30,36,Lively II REBOUND (Off:3 Def:0),Rebound,Unknown,10720.0,h,False,DAL,74
186,259,1610612742,32,36,Lively II Tip Layup Shot (4 PTS),Made Shot,Tip Layup Shot,10720.0,h,False,DAL,74
187,260,1610612759,32,36,MISS Johnson 3PT Jump Shot,Missed Shot,Jump Shot,10800.0,v,True,SAS,75
188,261,0,32,36,MAVERICKS Rebound,Rebound,Unknown,10810.0,h,True,DAL,76
189,263,1610612742,32,36,SUB: Hardy FOR Thompson,Substitution,,10810.0,h,False,DAL,76
190,264,1610612742,32,36,SUB: Marshall FOR Dončić,Substitution,,10810.0,h,False,DAL,76
191,265,1610612759,32,36,SUB: Barnes FOR Sochan,Substitution,,10810.0,v,False,DAL,76
192,269,1610612742,32,36,Hardy Lost Ball Turnover (P1.T4),Turnover,Lost Ball,10960.0,h,False,DAL,76
193,269,1610612759,32,36,Collins STEAL (1 STL),,,10960.0,v,True,SAS,77
194,271,1610612759,32,36,MISS Barnes 26' 3PT Jump Shot,Missed Shot,Jump Shot,11020.0,v,False,SAS,77
195,272,1610612759,32,36,Champagnie REBOUND (Off:2 Def:3),Rebound,Unknown,11040.0,v,False,SAS,77
196,273,1610612759,32,36,MISS Johnson 3' Driving Layup,Missed Shot,Driving Layup Shot,11110.0,v,False,SAS,77
197,274,1610612759,32,36,Barnes REBOUND (Off:1 Def:2),Rebound,Unknown,11130.0,v,False,SAS,77
198,275,1610612759,32,36,MISS Jones 11' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,11190.0,v,False,SAS,77
199,276,1610612742,32,36,Washington REBOUND (Off:1 Def:1),Rebound,Unknown,11210.0,h,True,DAL,78
200,277,1610612742,35,36,Hardy 3PT Running Pull-Up Jump Shot (3 PTS) (Irving 2 AST),Made Shot,Running Pull-Up Jump Shot,11260.0,h,False,DAL,78
201,279,1610612759,35,36,MISS Champagnie 26' 3PT Jump Shot,Missed Shot,Jump Shot,11450.0,v,True,SAS,79
202,280,1610612759,35,36,Collins REBOUND (Off:1 Def:1),Rebound,Unknown,11470.0,v,False,SAS,79
203,281,1610612759,35,38,Champagnie 1' Driving Dunk (12 PTS),Made Shot,Driving Dunk Shot,11540.0,v,False,SAS,79
204,282,1610612742,35,38,Lively II Bad Pass Turnover (P2.T5),Turnover,Bad Pass,11580.0,h,True,DAL,80
205,282,1610612759,35,38,Jones STEAL (1 STL),,,11580.0,v,True,SAS,81
206,284,1610612759,35,38,MISS Barnes 3PT Jump Shot,Missed Shot,Jump Shot,11640.0,v,False,SAS,81
207,285,1610612742,35,38,Lively II REBOUND (Off:3 Def:1),Rebound,Unknown,11650.0,h,True,DAL,82
208,286,0,35,38,MAVERICKS Timeout: Regular (Full 3 Short 0),Timeout,Regular,11650.0,h,False,DAL,82
209,290,1610612742,35,38,SUB: Dončić FOR Washington,Substitution,,11650.0,h,False,DAL,82
210,291,1610612759,35,38,SUB: Castle FOR Champagnie,Substitution,,11650.0,v,False,DAL,82
211,294,1610612742,38,38,Hardy 24' 3PT Jump Shot (6 PTS) (Dončić 3 AST),Made Shot,Jump Shot,11760.0,h,False,DAL,82
212,296,1610612759,38,40,Collins 3' Cutting Layup Shot (5 PTS) (Castle 1 AST),Made Shot,Cutting Layup Shot,11990.0,v,True,SAS,83
213,298,1610612742,40,40,Dončić 3' Driving Finger Roll Layup (9 PTS),Made Shot,Driving Finger Roll Layup Shot,12150.0,h,True,DAL,84
214,299,1610612759,40,42,Barnes 12' Driving Floating Bank Jump Shot (14 PTS) (Jones 3 AST),Made Shot,Driving Floating Bank Jump Shot,12340.0,v,True,SAS,85
215,301,1610612742,40,42,MISS Irving 7' Driving Floating Bank Jump Shot,Missed Shot,Driving Floating Bank Jump Shot,12500.0,h,True,DAL,86
216,302,1610612759,40,42,Collins REBOUND (Off:1 Def:2),Rebound,Unknown,12530.0,v,True,SAS,87
217,303,1610612759,40,42,Castle Traveling Turnover (P2.T10),Turnover,Traveling,12720.0,v,False,SAS,87
218,304,1610612759,40,42,SUB: Paul FOR Collins,Substitution,,12720.0,v,True,DAL,88
219,305,1610612759,40,42,SUB: Wembanyama FOR Jones,Substitution,,12720.0,v,False,DAL,88
220,306,1610612759,40,42,SUB: Sochan FOR Castle,Substitution,,12720.0,v,False,DAL,88
221,310,1610612742,40,42,MISS Hardy 24' 3PT Jump Shot,Missed Shot,Jump Shot,12860.0,h,False,DAL,88
222,311,1610612759,40,42,Johnson REBOUND (Off:0 Def:1),Rebound,Unknown,12890.0,v,True,SAS,89
223,312,1610612759,40,42,Wembanyama Lost Ball Turnover (P4.T11),Turnover,Lost Ball,12960.0,v,False,SAS,89
224,312,1610612742,40,42,Dončić STEAL (1 STL),,,12960.0,h,True,DAL,90
225,314,1610612742,42,42,Lively II 1' Running Dunk (6 PTS) (Hardy 1 AST),Made Shot,Running Dunk Shot,12990.0,h,False,DAL,90
226,316,1610612759,42,42,Barnes S.FOUL (P1.T3) (J.Goldenberg),Foul,Shooting,12990.0,v,False,DAL,90
227,318,1610612742,42,42,MISS Lively II Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,12990.0,h,False,DAL,90
