,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
0,2,0,0,0,Start of 1st Period (10:11 PM EST),period,start,0.0,,False,,0
1,7,1610612743,0,0,Jump Ball Murray vs. Gilgeous-Alexander: Tip to Joe,Jump Ball,,0.0,h,True,OKC,1
2,12,1610612760,0,0,MISS Holmgren 6' Floating Jump Shot,Missed Shot,Floating Jump shot,190.0,v,False,OKC,1
3,12,1610612743,0,0,Jokić BLOCK (1 BLK),,,190.0,h,False,OKC,1
4,13,1610612760,0,0,Holmgren REBOUND (Off:1 Def:0),Rebound,Unknown,220.0,v,False,OKC,1
5,14,1610612760,0,0,Holmgren Lost Ball Turnover (P1.T1),Turnover,Lost Ball,230.0,v,False,OKC,1
6,14,1610612743,0,0,Braun STEAL (1 STL),,,230.0,h,True,DEN,2
7,16,1610612760,0,0,Williams P.FOUL (P1.T1) (K.Scott),Foul,Personal,240.0,v,False,DEN,2
8,18,1610612743,3,0,Jokić 24' 3PT Jump Shot (3 PTS) (Gordon 1 AST),Made Shot,Jump Shot,300.0,h,False,DEN,2
9,21,1610612760,3,0,MISS Gilgeous-Alexander 1' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,430.0,v,True,OKC,3
10,22,1610612743,3,0,Gordon REBOUND (Off:0 Def:1),Rebound,Unknown,440.0,h,True,DEN,4
11,23,1610612743,3,0,Braun Bad Pass Turnover (P1.T1),Turnover,Bad Pass,580.0,h,False,DEN,4
12,23,1610612760,3,0,Dort STEAL (1 STL),,,580.0,v,True,OKC,5
13,25,1610612760,3,0,MISS Dort 27' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,650.0,v,False,OKC,5
14,26,1610612743,3,0,Braun REBOUND (Off:0 Def:1),Rebound,Unknown,690.0,h,True,DEN,6
15,27,1610612743,3,0,MISS Porter Jr. 26' 3PT Jump Shot,Missed Shot,Jump Shot,730.0,h,False,DEN,6
16,28,0,3,0,Thunder Rebound,Rebound,Unknown,740.0,v,True,OKC,7
17,30,1610612760,3,2,Joe 6' Floating Jump Shot (2 PTS) (Williams 1 AST),Made Shot,Floating Jump shot,840.0,v,False,OKC,7
18,32,1610612743,3,2,MISS Porter Jr. 25' 3PT Jump Shot,Missed Shot,Jump Shot,1000.0,h,True,DEN,8
19,33,1610612760,3,2,Holmgren REBOUND (Off:1 Def:1),Rebound,Unknown,1010.0,v,True,OKC,9
20,34,1610612760,3,5,Williams 25' 3PT Jump Shot (3 PTS) (Holmgren 1 AST),Made Shot,Jump Shot,1080.0,v,False,OKC,9
21,36,1610612760,3,5,Williams S.FOUL (P2.T2) (J.Orr),Foul,Shooting,1280.0,v,True,DEN,10
22,38,1610612743,4,5,Murray Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1280.0,h,False,DEN,10
23,39,1610612743,5,5,Murray Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1280.0,h,False,DEN,10
24,40,1610612760,5,5,Williams Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1440.0,v,True,OKC,11
25,40,1610612743,5,5,Braun STEAL (2 STL),,,1440.0,h,True,DEN,12
26,42,1610612743,7,5,Braun 1' Layup (2 PTS) (Murray 1 AST),Made Shot,Layup Shot,1540.0,h,False,DEN,12
27,44,1610612760,7,5,MISS Holmgren 24' 3PT Jump Shot,Missed Shot,Jump Shot,1620.0,v,True,OKC,13
28,45,1610612743,7,5,Braun REBOUND (Off:0 Def:2),Rebound,Unknown,1640.0,h,True,DEN,14
29,46,1610612743,7,5,MISS Murray 14' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1810.0,h,False,DEN,14
30,47,0,7,5,NUGGETS Rebound,Rebound,Unknown,1830.0,h,False,DEN,14
31,48,1610612760,7,5,Dort L.B.FOUL (P1.T3) (D.Scott),Foul,Loose Ball,1830.0,v,False,DEN,14
32,50,1610612743,7,5,MISS Braun 3PT Jump Shot,Missed Shot,Jump Shot,1930.0,h,False,DEN,14
33,51,1610612760,7,5,Gilgeous-Alexander REBOUND (Off:0 Def:1),Rebound,Unknown,1960.0,v,True,OKC,15
34,52,1610612760,7,5,MISS Joe 26' 3PT Jump Shot,Missed Shot,Jump Shot,2160.0,v,False,OKC,15
35,52,1610612743,7,5,Braun BLOCK (1 BLK),,,2160.0,h,False,OKC,15
36,54,1610612743,7,5,Jokić REBOUND (Off:0 Def:1),Rebound,Unknown,2200.0,h,True,DEN,16
37,55,1610612743,9,5,Gordon Running Reverse Layup (2 PTS) (Jokić 1 AST),Made Shot,Running Reverse Layup Shot,2220.0,h,False,DEN,16
38,57,1610612760,9,5,Williams Bad Pass Turnover (P2.T3),Turnover,Bad Pass,2320.0,v,True,OKC,17
39,57,1610612743,9,5,Gordon STEAL (1 STL),,,2320.0,h,True,DEN,18
40,59,1610612743,11,5,Murray 1' Running Finger Roll Layup (4 PTS) (Gordon 2 AST),Made Shot,Running Finger Roll Layup Shot,2360.0,h,False,DEN,18
41,60,1610612760,11,7,Dort 3' Jump Bank Shot (2 PTS) (Holmgren 2 AST),Made Shot,Jump Bank Shot,2530.0,v,True,OKC,19
42,62,1610612743,11,7,Jokić S.FOUL (P1.T1) (D.Scott),Foul,Shooting,2530.0,h,False,OKC,19
43,65,1610612760,11,8,Dort Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,2530.0,v,False,OKC,19
44,66,1610612743,14,8,Murray 25' 3PT Jump Shot (7 PTS) (Jokić 2 AST),Made Shot,Jump Shot,2620.0,h,True,DEN,20
45,68,1610612760,14,8,MISS Holmgren 26' 3PT Jump Shot,Missed Shot,Jump Shot,2720.0,v,True,OKC,21
46,69,1610612743,14,8,Porter Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,2750.0,h,True,DEN,22
47,70,1610612743,14,8,Gordon Bad Pass Turnover (P1.T2),Turnover,Bad Pass,2810.0,h,False,DEN,22
