,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
76,103,1610612751,15,15,Clowney Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,4290.0,v,False,BKN,30
77,105,1610612737,17,15,Okongwu 3' Hook Shot (4 PTS) (Young 4 AST),Made Shot,Hook Shot,4460.0,h,True,ATL,31
78,107,1610612751,17,15,Wilson Out of Bounds - Bad Pass Turnover Turnover (P1.T3),Turnover,Out of Bounds - Bad Pass Turnover,4630.0,v,True,BKN,32
79,108,1610612751,17,15,SUB: Schröder FOR C. Johnson,Substitution,,4630.0,v,True,ATL,33
80,110,1610612737,17,15,MISS Johnson 24' 3PT Jump Shot,Missed Shot,Jump Shot,4760.0,h,False,ATL,33
81,111,1610612751,17,15,Clowney REBOUND (Off:0 Def:1),Rebound,Unknown,4800.0,v,True,BKN,34
82,113,1610612751,17,15,MISS Thomas 3' Driving Layup,Missed Shot,Driving Layup Shot,4960.0,v,False,BKN,34
83,113,1610612737,17,15,Bogdanović BLOCK (1 BLK),,,4960.0,h,False,BKN,34
84,115,0,17,15,Nets Rebound,Rebound,Unknown,4970.0,v,False,BKN,34
85,117,1610612737,17,15,SUB: Risacher FOR Daniels,Substitution,,4970.0,h,False,BKN,34
86,118,1610612751,17,15,SUB: Claxton FOR Simmons,Substitution,,4970.0,v,False,BKN,34
87,119,1610612751,17,15,SUB: Williams FOR Thomas,Substitution,,4970.0,v,False,BKN,34
88,123,1610612751,17,15,MISS Schröder 3PT Jump Shot,Missed Shot,Jump Shot,5020.0,v,False,BKN,34
89,124,1610612737,17,15,Johnson REBOUND (Off:0 Def:1),Rebound,Unknown,5050.0,h,True,ATL,35
90,125,1610612737,20,15,Risacher 26' 3PT Running Jump Shot (3 PTS) (Young 5 AST),Made Shot,Running Jump Shot,5090.0,h,False,ATL,35
91,127,1610612737,20,15,Risacher S.FOUL (P1.T4) (A.Nagy),Foul,Shooting,5260.0,h,True,BKN,36
92,129,1610612751,20,16,Williams Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,5260.0,v,False,BKN,36
93,130,1610612751,20,16,MISS Williams Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,5260.0,v,False,BKN,36
94,131,1610612737,20,16,Johnson REBOUND (Off:0 Def:2),Rebound,Unknown,5300.0,h,True,ATL,37
95,132,1610612737,22,16,Johnson 2' Layup (2 PTS) (Young 6 AST),Made Shot,Layup Shot,5410.0,h,False,ATL,37
96,134,1610612751,22,16,MISS Schröder 9' Layup,Missed Shot,Layup Shot,5600.0,v,True,BKN,38
97,134,1610612737,22,16,Johnson BLOCK (1 BLK),,,5600.0,h,False,BKN,38
98,136,1610612751,22,16,Clowney REBOUND (Off:1 Def:1),Rebound,Unknown,5630.0,v,False,BKN,38
99,137,1610612751,22,19,Clowney 25' 3PT Jump Shot (5 PTS),Made Shot,Jump Shot,5640.0,v,False,BKN,38
100,138,1610612751,22,19,Clowney S.FOUL (P1.PN) (S.Corbin),Foul,Shooting,5700.0,v,True,ATL,39
101,248,0,22,19,Nets Timeout: Regular (Reg.1 Short 0),Timeout,Regular,5700.0,v,False,ATL,39
102,140,1610612737,23,19,Young Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,5700.0,h,False,ATL,39
103,141,1610612737,24,19,Young Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,5700.0,h,False,ATL,39
104,142,1610612751,24,21,Schröder 9' Turnaround Jump Shot (4 PTS),Made Shot,Turnaround Jump Shot,5930.0,v,True,BKN,40
105,143,1610612737,24,21,MISS Bogdanović 26' 3PT Jump Shot,Missed Shot,Jump Shot,6100.0,h,True,ATL,41
106,144,1610612751,24,21,Claxton REBOUND (Off:0 Def:1),Rebound,Unknown,6130.0,v,True,BKN,42
107,145,1610612751,24,21,MISS Schröder 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,6200.0,v,False,BKN,42
108,146,1610612737,24,21,Okongwu REBOUND (Off:0 Def:1),Rebound,Unknown,6250.0,h,True,ATL,43
109,147,1610612737,26,21,Okongwu 1' Alley Oop Dunk (6 PTS) (Johnson 1 AST),Made Shot,Alley Oop Dunk Shot,6400.0,h,False,ATL,43
110,149,1610612751,26,21,Williams Bad Pass Turnover (P1.T4),Turnover,Bad Pass,6570.0,v,True,BKN,44
111,149,1610612737,26,21,Johnson STEAL (1 STL),,,6570.0,h,True,ATL,45
112,151,1610612737,26,21,MISS Risacher 3' Running Layup,Missed Shot,Running Layup Shot,6610.0,h,False,ATL,45
113,152,1610612751,26,21,Claxton REBOUND (Off:0 Def:2),Rebound,Unknown,6634.0,v,True,BKN,46
114,153,1610612751,26,21,MISS Claxton 7' Turnaround Hook Shot,Missed Shot,Turnaround Hook Shot,6716.0,v,False,BKN,46
115,154,1610612751,26,21,Clowney REBOUND (Off:2 Def:1),Rebound,Unknown,6750.0,v,False,BKN,46
116,155,1610612751,26,24,Schröder 26' 3PT Step Back Jump Shot (7 PTS),Made Shot,Step Back Jump shot,6852.0,v,False,BKN,46
117,156,1610612751,26,24,Claxton P.FOUL (P1.PN) (D.Guthrie),Foul,Personal,6900.0,v,True,ATL,47
118,158,1610612737,27,24,Young Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,6900.0,h,False,ATL,47
119,159,1610612737,28,24,Young Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,6900.0,h,False,ATL,47
120,166,1610612751,28,24,MISS Clowney 2' Driving Layup,Missed Shot,Driving Layup Shot,7142.0,v,True,BKN,48
121,166,1610612737,28,24,Bogdanović BLOCK (2 BLK),,,7142.0,h,False,BKN,48
122,167,0,28,24,Nets Rebound,Rebound,Unknown,7152.0,v,False,BKN,48
123,160,0,28,24,Nets Turnover: Shot Clock (T#5),Turnover,Shot Clock Turnover,7152.0,v,False,BKN,48
124,161,1610612737,30,24,Johnson 1' Driving Dunk (4 PTS) (Okongwu 1 AST),Made Shot,Driving Dunk Shot,7183.0,h,True,ATL,49
125,163,1610612751,30,24,MISS Schröder 74' 3PT Jump Shot,Missed Shot,Jump Shot,7200.0,v,True,BKN,50
126,164,0,30,24,Nets Rebound,Rebound,Unknown,7200.0,v,False,BKN,50
127,165,0,30,24,End of 1st Period (8:12 PM EST),period,end,7200.0,,False,BKN,50
128,174,0,30,24,Start of 2nd Period (8:15 PM EST),period,start,7200.0,,True,BKN,51
129,175,1610612751,30,26,Claxton 3' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,7370.0,v,False,BKN,51
130,176,1610612737,32,26,Okongwu 1' Alley Oop Dunk (8 PTS) (Johnson 2 AST),Made Shot,Alley Oop Dunk Shot,7470.0,h,True,ATL,52
131,178,1610612751,32,28,Schröder 10' Driving Floating Bank Jump Shot (9 PTS),Made Shot,Driving Floating Bank Jump Shot,7640.0,v,True,BKN,53
132,179,1610612737,32,28,MISS Risacher 25' 3PT Jump Shot,Missed Shot,Jump Shot,7760.0,h,True,ATL,54
133,180,1610612751,32,28,Claxton REBOUND (Off:0 Def:3),Rebound,Unknown,7790.0,v,True,BKN,55
134,181,1610612751,32,28,Schröder Bad Pass Turnover (P1.T6),Turnover,Bad Pass,7850.0,v,False,BKN,55
135,181,1610612737,32,28,Johnson STEAL (2 STL),,,7850.0,h,True,ATL,56
136,183,1610612751,32,28,Wilson S.FOUL (P1.T1) (S.Corbin),Foul,Shooting,7880.0,v,False,ATL,56
137,185,1610612737,33,28,Risacher Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,7880.0,h,False,ATL,56
138,186,1610612737,33,28,MISS Risacher Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,7880.0,h,False,ATL,56
139,187,1610612751,33,28,Williams REBOUND (Off:0 Def:1),Rebound,Unknown,7900.0,v,True,BKN,57
140,188,1610612751,33,31,Wilson 25' 3PT Jump Shot (3 PTS) (Williams 1 AST),Made Shot,Jump Shot,8080.0,v,False,BKN,57
141,190,1610612737,33,31,MISS Risacher 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,8340.0,h,True,ATL,58
142,191,1610612751,33,31,Claxton REBOUND (Off:0 Def:4),Rebound,Unknown,8370.0,v,True,BKN,59
143,192,1610612751,33,31,MISS Schröder 1' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,8460.0,v,False,BKN,59
144,193,1610612737,33,31,Okongwu REBOUND (Off:0 Def:2),Rebound,Unknown,8490.0,h,True,ATL,60
145,194,1610612737,35,31,Okongwu 1' Running Dunk (10 PTS) (Krejčí 1 AST),Made Shot,Running Dunk Shot,8530.0,h,False,ATL,60
146,196,1610612751,35,33,Claxton Cutting Layup Shot (4 PTS) (Schröder 1 AST),Made Shot,Cutting Layup Shot,8670.0,v,True,BKN,61
147,198,1610612737,35,33,Okongwu Out of Bounds Lost Ball Turnover (P1.T4),Turnover,Out of Bounds Lost Ball Turnover,8870.0,h,True,ATL,62
148,199,1610612751,35,33,SUB: Simmons FOR Schröder,Substitution,,8870.0,v,True,BKN,63
149,201,1610612751,35,36,Williams 3PT Jump Shot (4 PTS) (Simmons 4 AST),Made Shot,Jump Shot,9010.0,v,False,BKN,63
150,203,1610612737,35,36,MISS Bogdanović 3PT Jump Shot,Missed Shot,Jump Shot,9180.0,h,True,ATL,64
151,204,1610612751,35,36,Claxton REBOUND (Off:0 Def:5),Rebound,Unknown,9230.0,v,True,BKN,65
152,205,1610612751,35,39,Wilson 24' 3PT Running Jump Shot (6 PTS) (Simmons 5 AST),Made Shot,Running Jump Shot,9280.0,v,False,BKN,65
153,207,1610612751,35,39,Williams S.FOUL (P1.T2) (S.Corbin),Foul,Shooting,9420.0,v,True,ATL,66
154,209,1610612737,35,39,MISS Johnson Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,9420.0,h,False,ATL,66
155,210,0,35,39,HAWKS Rebound,Rebound,Normal Rebound,9420.0,h,False,ATL,66
156,211,1610612737,35,39,SUB: Daniels FOR Bogdanović,Substitution,,9420.0,h,False,ATL,66
157,212,1610612751,35,39,SUB: Finney-Smith FOR Claxton,Substitution,,9420.0,v,False,ATL,66
158,215,1610612737,35,39,MISS Johnson Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,9420.0,h,False,ATL,66
159,216,1610612751,35,39,Simmons REBOUND (Off:2 Def:2),Rebound,Unknown,9440.0,v,True,BKN,67
160,217,1610612751,35,39,MISS Wilson 24' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,9490.0,v,False,BKN,67
161,218,1610612737,35,39,Johnson REBOUND (Off:0 Def:3),Rebound,Unknown,9500.0,h,True,ATL,68
162,219,1610612737,35,39,Johnson Traveling Turnover (P2.T5),Turnover,Traveling,9600.0,h,False,ATL,68
163,220,1610612737,35,39,SUB: Hunter FOR Johnson,Substitution,,9600.0,h,True,BKN,69
164,221,1610612751,35,39,SUB: C. Johnson FOR Williams,Substitution,,9600.0,v,False,BKN,69
165,222,1610612751,35,39,SUB: Thomas FOR Wilson,Substitution,,9600.0,v,False,BKN,69
166,226,1610612751,35,39,MISS Finney-Smith 19' Jump Shot,Missed Shot,Jump Shot,9850.0,v,False,BKN,69
167,227,1610612751,35,39,Finney-Smith REBOUND (Off:1 Def:3),Rebound,Unknown,9880.0,v,False,BKN,69
168,228,1610612751,35,41,Finney-Smith 3' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,9880.0,v,False,BKN,69
169,229,1610612737,35,41,Risacher Step Out of Bounds Turnover (P1.T6),Turnover,Step Out of Bounds Turnover,10040.0,h,True,ATL,70
170,230,1610612751,35,41,MISS Milton 11' Pullup Jump Shot,Missed Shot,Pullup Jump shot,10180.0,v,True,BKN,71
171,231,1610612737,35,41,Okongwu REBOUND (Off:0 Def:3),Rebound,Unknown,10210.0,h,True,ATL,72
172,232,1610612737,35,41,MISS Risacher 8' Driving Layup,Missed Shot,Driving Layup Shot,10350.0,h,False,ATL,72
173,233,1610612737,35,41,Okongwu REBOUND (Off:1 Def:3),Rebound,Unknown,10400.0,h,False,ATL,72
174,234,1610612737,37,41,Okongwu Putback Layup (12 PTS),Made Shot,Putback Layup Shot,10400.0,h,False,ATL,72
175,235,1610612751,37,41,MISS Finney-Smith 5' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,10530.0,v,True,BKN,73
176,235,1610612737,37,41,Okongwu BLOCK (1 BLK),,,10530.0,h,False,BKN,73
177,237,1610612737,37,41,Hunter REBOUND (Off:0 Def:3),Rebound,Unknown,10550.0,h,True,ATL,74
178,238,1610612737,37,41,MISS Krejčí 26' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,10570.0,h,False,ATL,74
179,239,1610612751,37,41,Simmons REBOUND (Off:2 Def:3),Rebound,Unknown,10600.0,v,True,BKN,75
180,240,1610612751,37,41,MISS Simmons 1' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,10720.0,v,False,BKN,75
181,241,1610612737,37,41,Krejčí REBOUND (Off:0 Def:1),Rebound,Unknown,10740.0,h,True,ATL,76
182,242,1610612737,37,41,MISS Risacher 26' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,10770.0,h,False,ATL,76
183,243,1610612737,37,41,Okongwu REBOUND (Off:2 Def:3),Rebound,Unknown,10820.0,h,False,ATL,76
184,244,1610612737,39,41,Okongwu Putback Dunk (14 PTS),Made Shot,Putback Dunk Shot,10820.0,h,False,ATL,76
185,245,1610612737,39,41,Hunter P.FOUL (P3.T1) (S.Corbin),Foul,Personal,11000.0,h,True,BKN,77
186,247,0,39,41,HAWKS Timeout: Regular (Full 2 Short 0),Timeout,Regular,11000.0,h,False,BKN,77
187,249,1610612737,39,41,SUB: Johnson FOR Okongwu,Substitution,,11000.0,h,False,BKN,77
188,250,1610612737,39,41,SUB: Young FOR Krejčí,Substitution,,11000.0,h,False,BKN,77
189,251,1610612737,39,41,SUB: Capela FOR Hunter,Substitution,,11000.0,h,False,BKN,77
190,252,1610612751,39,41,SUB: Wilson FOR Milton,Substitution,,11000.0,v,False,BKN,77
191,257,1610612751,39,43,Simmons 2' Alley Oop Layup (6 PTS) (Thomas 1 AST),Made Shot,Alley Oop Layup shot,11100.0,v,False,BKN,77
192,259,1610612751,39,43,Simmons P.FOUL (P1.T3) (D.Guthrie),Foul,Personal,11280.0,v,True,ATL,78
193,262,1610612737,42,43,Young 26' 3PT Step Back Jump Shot (7 PTS),Made Shot,Step Back Jump shot,11410.0,h,False,ATL,78
194,263,1610612751,42,43,Finney-Smith OFF.Foul (P2) (S.Corbin),Foul,Offensive,11620.0,v,True,BKN,79
195,265,1610612751,42,43,Finney-Smith Offensive Foul Turnover (P1.T7),Turnover,Offensive Foul Turnover,11620.0,v,False,BKN,79
196,266,1610612751,42,43,SUB: Schröder FOR Simmons,Substitution,,11620.0,v,True,ATL,80
197,268,1610612737,44,43,Capela 1' Alley Oop Dunk (4 PTS) (Young 7 AST),Made Shot,Alley Oop Dunk Shot,11750.0,h,False,ATL,80
198,270,1610612751,44,43,MISS C. Johnson 24' 3PT Jump Shot,Missed Shot,Jump Shot,11980.0,v,True,BKN,81
199,271,1610612751,44,43,Finney-Smith REBOUND (Off:2 Def:3),Rebound,Unknown,12010.0,v,False,BKN,81
200,272,1610612751,44,46,Thomas 25' 3PT Jump Shot (6 PTS) (Finney-Smith 1 AST),Made Shot,Jump Shot,12020.0,v,False,BKN,81
201,274,1610612737,44,46,MISS Young 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,12110.0,h,True,ATL,82
202,275,1610612737,44,46,Risacher REBOUND (Off:1 Def:0),Rebound,Unknown,12130.0,h,False,ATL,82
203,276,1610612737,44,46,MISS Daniels 5' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,12180.0,h,False,ATL,82
204,276,1610612751,44,46,C. Johnson BLOCK (1 BLK),,,12180.0,v,False,ATL,82
205,278,1610612737,44,46,Johnson REBOUND (Off:1 Def:3),Rebound,Unknown,12220.0,h,False,ATL,82
206,279,1610612737,46,46,Capela 3' Alley Oop Layup (6 PTS) (Johnson 3 AST),Made Shot,Alley Oop Layup shot,12230.0,h,False,ATL,82
207,281,1610612751,46,46,MISS Schröder 17' Pullup Jump Shot,Missed Shot,Pullup Jump shot,12470.0,v,True,BKN,83
208,282,1610612737,46,46,Young REBOUND (Off:0 Def:2),Rebound,Unknown,12510.0,h,True,ATL,84
209,283,1610612737,46,46,Young Bad Pass Turnover (P2.T7),Turnover,Bad Pass,12530.0,h,False,ATL,84
210,283,1610612751,46,46,Schröder STEAL (1 STL),,,12530.0,v,True,BKN,85
211,285,1610612751,46,46,Schröder Bad Pass Turnover (P2.T8),Turnover,Bad Pass,12610.0,v,False,BKN,85
212,285,1610612737,46,46,Daniels STEAL (1 STL),,,12610.0,h,True,ATL,86
213,287,1610612737,46,46,Johnson OFF.Foul (P1) (D.Guthrie),Foul,Offensive,12740.0,h,False,ATL,86
214,289,1610612737,46,46,Johnson Offensive Foul Turnover (P3.T8),Turnover,Offensive Foul Turnover,12740.0,h,False,ATL,86
215,290,0,46,46,Nets Timeout: Regular (Reg.2 Short 0),Timeout,Regular,12740.0,v,True,BKN,87
216,291,1610612737,46,46,SUB: Bogdanović FOR Risacher,Substitution,,12740.0,h,False,BKN,87
217,293,1610612751,46,48,C. Johnson 1' Driving Finger Roll Layup (6 PTS) (Schröder 2 AST),Made Shot,Driving Finger Roll Layup Shot,12890.0,v,False,BKN,87
218,295,1610612737,46,48,Johnson S.FOUL (P2.T2) (D.Guthrie),Foul,Shooting,12890.0,h,False,BKN,87
219,297,1610612751,46,48,MISS C. Johnson Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,12890.0,v,False,BKN,87
220,298,1610612737,46,48,Capela REBOUND (Off:1 Def:4),Rebound,Unknown,12910.0,h,True,ATL,88
221,299,1610612737,48,48,Young 22' Step Back Jump Shot (9 PTS),Made Shot,Step Back Jump shot,13010.0,h,False,ATL,88
222,300,1610612751,48,51,Finney-Smith 3PT Jump Shot (5 PTS) (Thomas 2 AST),Made Shot,Jump Shot,13170.0,v,True,BKN,89
223,302,1610612737,48,51,MISS Bogdanović 26' 3PT Jump Shot,Missed Shot,Jump Shot,13270.0,h,True,ATL,90
