,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
31,44,1610612765,9,4,Ivey Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1850.0,h,False,DET,13
32,45,1610612765,10,4,Ivey Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1850.0,h,False,DET,13
33,46,1610612754,10,4,Turner Step Out of Bounds Turnover (P1.T2),Turnover,Step Out of Bounds Turnover,2060.0,v,True,IND,14
34,47,1610612765,10,4,MISS Cunningham 25' 3PT Jump Shot,Missed Shot,Jump Shot,2210.0,h,True,DET,15
35,48,1610612765,10,4,Duren REBOUND (Off:2 Def:2),Rebound,Unknown,2240.0,h,False,DET,15
36,49,1610612765,12,4,Duren 1' Layup (2 PTS),Made Shot,Layup Shot,2250.0,h,False,DET,15
37,50,0,12,4,Pacers Timeout: Regular (Reg.1 Short 0),Timeout,Regular,2250.0,v,True,IND,16
38,51,1610612754,12,4,MISS Siakam 14' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,2460.0,v,False,IND,16
39,51,1610612765,12,4,Harris BLOCK (1 BLK),,,2460.0,h,False,IND,16
40,53,1610612754,12,4,Siakam REBOUND (Off:2 Def:2),Rebound,Unknown,2490.0,v,False,IND,16
41,54,1610612754,12,6,Siakam 2' Layup (2 PTS),Made Shot,Layup Shot,2500.0,v,False,IND,16
42,55,1610612765,12,6,Ivey OFF.Foul (P1) (T.Brothers),Foul,Offensive,2580.0,h,True,DET,17
43,57,1610612765,12,6,Ivey Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,2580.0,h,False,DET,17
44,58,1610612754,12,6,MISS Haliburton 8' Driving Layup,Missed Shot,Driving Layup Shot,2750.0,v,True,IND,18
45,59,1610612765,12,6,Cunningham REBOUND (Off:0 Def:1),Rebound,Unknown,2770.0,h,True,DET,19
46,60,1610612765,12,6,MISS Hardaway Jr. 3PT Running Jump Shot,Missed Shot,Running Jump Shot,2820.0,h,False,DET,19
47,61,1610612754,12,6,Nembhard REBOUND (Off:0 Def:1),Rebound,Unknown,2820.0,v,True,IND,20
48,62,1610612754,12,6,MISS Turner 28' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,2900.0,v,False,IND,20
49,63,0,12,6,PISTONS Rebound,Rebound,Unknown,2910.0,h,True,DET,21
50,65,1610612765,12,6,Cunningham Bad Pass Turnover (P1.T2),Turnover,Bad Pass,3040.0,h,False,DET,21
51,65,1610612754,12,6,Nesmith STEAL (1 STL),,,3040.0,v,True,IND,22
52,67,1610612765,12,6,Ivey S.FOUL (P2.T2) (B.Barnaky),Foul,Shooting,3090.0,h,False,IND,22
53,69,1610612754,12,7,Siakam Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,3090.0,v,False,IND,22
54,70,1610612765,12,7,SUB: Beasley FOR Ivey,Substitution,,3090.0,h,False,IND,22
55,72,1610612754,12,7,MISS Siakam Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,3090.0,v,False,IND,22
56,73,1610612765,12,7,Duren REBOUND (Off:2 Def:3),Rebound,Unknown,3110.0,h,True,DET,23
57,74,1610612765,12,7,MISS Harris 25' 3PT Jump Shot,Missed Shot,Jump Shot,3300.0,h,False,DET,23
58,75,0,12,7,Pacers Rebound,Rebound,Unknown,3310.0,v,True,IND,24
59,77,1610612754,12,10,Nesmith 26' 3PT Jump Shot (3 PTS) (Turner 1 AST),Made Shot,Jump Shot,3420.0,v,False,IND,24
60,79,1610612765,12,10,Duren Bad Pass Turnover (P1.T3),Turnover,Bad Pass,3650.0,h,True,DET,25
61,79,1610612754,12,10,Haliburton STEAL (1 STL),,,3650.0,v,True,IND,26
62,81,1610612754,12,12,Nesmith 10' Turnaround Jump Shot (5 PTS) (Turner 2 AST),Made Shot,Turnaround Jump Shot,3750.0,v,False,IND,26
63,83,0,12,12,PISTONS Timeout: Regular (Full 1 Short 0),Timeout,Regular,3760.0,h,True,DET,27
64,84,1610612765,12,12,SUB: Stewart FOR Duren,Substitution,,3760.0,h,False,DET,27
65,85,1610612754,12,12,SUB: Wiseman FOR Turner,Substitution,,3760.0,v,False,DET,27
66,88,1610612754,12,12,Nembhard S.FOUL (P1.T2) (B.Barnaky),Foul,Shooting,3920.0,v,False,DET,27
67,90,1610612765,13,12,Cunningham Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,3920.0,h,False,DET,27
68,91,1610612765,13,12,SUB: Fontecchio FOR Hardaway Jr.,Substitution,,3920.0,h,False,DET,27
69,93,1610612765,14,12,Cunningham Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,3920.0,h,False,DET,27
70,94,1610612754,14,15,Siakam 26' 3PT Jump Shot (6 PTS) (Haliburton 1 AST),Made Shot,Jump Shot,4040.0,v,True,IND,28
71,96,1610612765,14,15,Fontecchio Bad Pass Turnover (P1.T4),Turnover,Bad Pass,4190.0,h,True,DET,29
72,96,1610612754,14,15,Nesmith STEAL (2 STL),,,4190.0,v,True,IND,30
73,98,1610612765,14,15,Fontecchio S.FOUL (P1.T3) (B.Barnaky),Foul,Shooting,4210.0,h,False,IND,30
74,100,1610612754,14,16,Nesmith Free Throw 1 of 2 (6 PTS),Free Throw,Free Throw 1 of 2,4210.0,v,False,IND,30
75,101,1610612754,14,16,SUB: McConnell FOR Nembhard,Substitution,,4210.0,v,False,IND,30
76,103,1610612754,14,17,Nesmith Free Throw 2 of 2 (7 PTS),Free Throw,Free Throw 2 of 2,4210.0,v,False,IND,30
77,104,1610612765,16,17,Harris 1' Driving Dunk (4 PTS) (Cunningham 3 AST),Made Shot,Driving Dunk Shot,4280.0,h,True,DET,31
78,106,1610612754,16,17,MISS Siakam 18' Pullup Jump Shot,Missed Shot,Pullup Jump shot,4490.0,v,True,IND,32
79,107,1610612765,16,17,Beasley REBOUND (Off:0 Def:1),Rebound,Unknown,4520.0,h,True,DET,33
80,108,1610612765,18,17,Harris 2' Running Reverse Layup (6 PTS) (Beasley 1 AST),Made Shot,Running Reverse Layup Shot,4560.0,h,False,DET,33
81,110,1610612754,18,19,Wiseman 7' Floating Jump Shot (2 PTS) (Haliburton 2 AST),Made Shot,Floating Jump shot,4670.0,v,True,IND,34
82,112,1610612765,18,19,Stewart Lost Ball Turnover (P1.T5),Turnover,Lost Ball,4870.0,h,True,DET,35
83,112,1610612754,18,19,Siakam STEAL (1 STL),,,4870.0,v,True,IND,36
84,114,1610612754,18,21,Wiseman 5' Running Jump Shot (4 PTS) (Siakam 2 AST),Made Shot,Running Jump Shot,4920.0,v,False,IND,36
85,117,1610612765,18,21,SUB: Holland II FOR Cunningham,Substitution,,5050.0,h,True,DET,37
86,118,1610612765,18,21,SUB: Sasser FOR Harris,Substitution,,5050.0,h,False,DET,37
87,141,1610612754,18,21,SUB: Toppin FOR Nesmith,Substitution,,5050.0,v,False,DET,37
88,142,1610612754,18,21,SUB: Mathurin FOR Siakam,Substitution,,5050.0,v,False,DET,37
89,125,1610612765,18,21,MISS Holland II 26' 3PT Jump Shot,Missed Shot,Jump Shot,5130.0,h,False,DET,37
90,126,1610612765,18,21,Stewart REBOUND (Off:1 Def:0),Rebound,Unknown,5190.0,h,False,DET,37
91,127,1610612765,18,21,MISS Fontecchio 2' Layup,Missed Shot,Layup Shot,5210.0,h,False,DET,37
92,128,1610612765,18,21,Holland II REBOUND (Off:1 Def:0),Rebound,Unknown,5260.0,h,False,DET,37
93,129,1610612765,20,21,Holland II Putback Layup (2 PTS),Made Shot,Putback Layup Shot,5260.0,h,False,DET,37
94,130,1610612754,20,21,MISS Haliburton 6' Floating Jump Shot,Missed Shot,Floating Jump shot,5330.0,v,True,IND,38
95,131,1610612765,20,21,Holland II REBOUND (Off:1 Def:1),Rebound,Unknown,5350.0,h,True,DET,39
96,132,1610612765,20,21,MISS Holland II 1' Driving Layup,Missed Shot,Driving Layup Shot,5410.0,h,False,DET,39
97,133,1610612754,20,21,Wiseman REBOUND (Off:0 Def:1),Rebound,Unknown,5460.0,v,True,IND,40
98,134,1610612754,20,21,Haliburton Bad Pass Turnover (P1.T3),Turnover,Bad Pass,5470.0,v,False,IND,40
99,134,1610612765,20,21,Stewart STEAL (1 STL),,,5470.0,h,True,DET,41
100,136,1610612765,20,21,MISS Fontecchio 3PT Jump Shot,Missed Shot,Jump Shot,5560.0,h,False,DET,41
101,137,1610612754,20,21,Mathurin REBOUND (Off:0 Def:1),Rebound,Unknown,5570.0,v,True,IND,42
102,138,1610612754,20,21,MISS Wiseman 18' Jump Shot,Missed Shot,Jump Shot,5680.0,v,False,IND,42
103,139,1610612765,20,21,Holland II REBOUND (Off:1 Def:2),Rebound,Unknown,5710.0,h,True,DET,43
104,140,1610612765,22,21,Sasser 21' Jump Shot (2 PTS),Made Shot,Jump Shot,5840.0,h,False,DET,43
105,143,1610612765,22,21,Fontecchio S.FOUL (P2.T4) (T.Ricks),Foul,Shooting,5940.0,h,True,IND,44
106,145,1610612754,22,22,Wiseman Free Throw 1 of 2 (5 PTS),Free Throw,Free Throw 1 of 2,5940.0,v,False,IND,44
107,146,1610612754,22,22,SUB: Walker FOR Haliburton,Substitution,,5940.0,v,False,IND,44
108,148,1610612754,22,23,Wiseman Free Throw 2 of 2 (6 PTS),Free Throw,Free Throw 2 of 2,5940.0,v,False,IND,44
109,149,1610612765,24,23,Beasley 19' Pullup Jump Shot (2 PTS) (Stewart 1 AST),Made Shot,Pullup Jump shot,6100.0,h,True,DET,45
110,150,1610612754,24,25,McConnell 2' Driving Finger Roll Layup (2 PTS),Made Shot,Driving Finger Roll Layup Shot,6220.0,v,True,IND,46
111,151,1610612765,27,25,Beasley 26' 3PT Pullup Jump Shot (5 PTS) (Stewart 2 AST),Made Shot,Pullup Jump shot,6330.0,h,True,DET,47
112,153,1610612754,27,25,MISS Wiseman 26' 3PT Jump Shot,Missed Shot,Jump Shot,6450.0,v,True,IND,48
113,154,1610612765,27,25,Sasser REBOUND (Off:0 Def:1),Rebound,Unknown,6500.0,h,True,DET,49
114,155,1610612754,27,25,Mathurin S.FOUL (P1.T3) (T.Ricks),Foul,Shooting,6540.0,v,False,DET,49
115,157,1610612765,28,25,Holland II Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,6540.0,h,False,DET,49
116,158,1610612754,28,25,SUB: Turner FOR Wiseman,Substitution,,6540.0,v,False,DET,49
117,160,1610612765,29,25,Holland II Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,6540.0,h,False,DET,49
118,161,1610612754,29,25,McConnell Double Dribble Turnover (P1.T4),Turnover,Double Dribble,6613.0,v,True,IND,50
119,162,1610612765,31,25,Beasley 7' Driving Floating Jump Shot (7 PTS) (Sasser 1 AST),Made Shot,Driving Floating Jump Shot,6688.0,h,True,DET,51
120,164,1610612754,31,25,Mathurin Lost Ball Turnover (P1.T5),Turnover,Lost Ball,6812.0,v,True,IND,52
121,164,1610612765,31,25,Holland II STEAL (1 STL),,,6812.0,h,True,DET,53
122,166,1610612765,31,25,Holland II Bad Pass Turnover (P1.T6),Turnover,Bad Pass,6849.0,h,False,DET,53
123,166,1610612754,31,25,McConnell STEAL (1 STL),,,6849.0,v,True,IND,54
124,168,1610612754,31,25,Walker OFF.Foul (P1) (T.Ricks),Foul,Offensive,6915.0,v,False,IND,54
125,170,1610612754,31,25,Walker Offensive Foul Turnover (P1.T6),Turnover,Offensive Foul Turnover,6915.0,v,False,IND,54
126,171,1610612765,31,25,SUB: Cunningham FOR Sasser,Substitution,,6915.0,h,True,DET,55
127,172,1610612765,31,25,SUB: Harris FOR Stewart,Substitution,,6915.0,h,False,DET,55
128,175,1610612765,31,25,MISS Cunningham 4' Driving Layup,Missed Shot,Driving Layup Shot,7149.0,h,False,DET,55
129,175,1610612754,31,25,Turner BLOCK (1 BLK),,,7149.0,v,False,DET,55
130,177,0,31,25,PISTONS Rebound,Rebound,Unknown,7155.0,h,False,DET,55
131,178,0,31,25,PISTONS Turnover: Shot Clock (T#7),Turnover,Shot Clock Turnover,7155.0,h,False,DET,55
132,179,1610612765,31,25,SUB: Stewart FOR Fontecchio,Substitution,,7155.0,h,True,IND,56
133,181,1610612754,31,25,MISS Walker 34' 3PT Jump Shot,Missed Shot,Jump Shot,7187.0,v,False,IND,56
134,182,0,31,25,Pacers Rebound,Rebound,Unknown,7192.0,v,False,IND,56
135,183,0,31,25,End of 1st Period (7:41 PM EST),period,end,7200.0,,False,IND,56
136,189,0,31,25,Start of 2nd Period (7:44 PM EST),period,start,7200.0,,True,IND,57
137,190,1610612754,31,28,Mathurin 26' 3PT Jump Shot (3 PTS) (McConnell 1 AST),Made Shot,Jump Shot,7340.0,v,False,IND,57
138,192,1610612765,31,28,MISS Beasley 25' 3PT Jump Shot,Missed Shot,Jump Shot,7520.0,h,True,DET,58
139,193,1610612754,31,28,Mathurin REBOUND (Off:0 Def:2),Rebound,Unknown,7560.0,v,True,IND,59
140,194,1610612765,31,28, ,Jump Ball,,7630.0,h,False,IND,59
141,197,1610612754,31,28,Mathurin Lost Ball Turnover (P2.T7),Turnover,Lost Ball,7660.0,v,False,IND,59
142,197,1610612765,31,28,Holland II STEAL (2 STL),,,7660.0,h,True,DET,60
143,200,1610612754,31,28,Toppin P.FOUL (P1.T1) (T.Ricks),Foul,Personal,7720.0,v,False,DET,60
144,202,1610612765,31,28,SUB: Duren FOR Stewart,Substitution,,7720.0,h,False,DET,60
145,204,1610612765,31,28,MISS Holland II 25' 3PT Jump Shot,Missed Shot,Jump Shot,7800.0,h,False,DET,60
146,205,1610612765,31,28,Ivey REBOUND (Off:1 Def:0),Rebound,Unknown,7860.0,h,False,DET,60
147,206,1610612765,33,28,Ivey 9' Floating Jump Shot (4 PTS),Made Shot,Floating Jump shot,7890.0,h,False,DET,60
148,207,1610612754,33,28,MISS Turner 6' Driving Layup,Missed Shot,Driving Layup Shot,8040.0,v,True,IND,61
149,209,1610612754,33,28,Walker REBOUND (Off:1 Def:0),Rebound,Unknown,8070.0,v,False,IND,61
150,210,1610612754,33,28,MISS Turner 26' 3PT Jump Shot,Missed Shot,Jump Shot,8110.0,v,False,IND,61
151,211,0,33,28,Pacers Rebound,Rebound,Unknown,8110.0,v,False,IND,61
152,212,1610612765,33,28,Fontecchio L.B.FOUL (P3.T1) (T.Ricks),Foul,Loose Ball,8110.0,h,False,IND,61
153,214,1610612765,33,28,SUB: Harris FOR Fontecchio,Substitution,,8110.0,h,False,IND,61
154,217,1610612754,33,30,Mathurin 2' Cutting Dunk Shot (5 PTS) (McConnell 2 AST),Made Shot,Cutting Dunk Shot,8220.0,v,False,IND,61
155,219,1610612765,35,30,Holland II 2' Layup (6 PTS) (Ivey 1 AST),Made Shot,Layup Shot,8400.0,h,True,DET,62
156,221,1610612754,35,30,Toppin Violation:Defensive Goaltending (T.Brothers),Violation,Defensive Goaltending,8400.0,v,True,IND,63
157,222,1610612754,35,32,Turner 13' Floating Jump Shot (2 PTS) (McConnell 3 AST),Made Shot,Floating Jump shot,8590.0,v,False,IND,63
158,224,1610612765,35,32,MISS Ivey 2' Running Layup,Missed Shot,Running Layup Shot,8680.0,h,True,DET,64
159,225,1610612754,35,32,Turner REBOUND (Off:0 Def:2),Rebound,Unknown,8730.0,v,True,IND,65
160,226,1610612754,35,34,McConnell 13' Running Pull-Up Jump Shot (4 PTS) (Walker 1 AST),Made Shot,Running Pull-Up Jump Shot,8760.0,v,False,IND,65
161,228,1610612765,38,34,Harris 3PT Jump Shot (9 PTS) (Duren 2 AST),Made Shot,Jump Shot,8980.0,h,True,DET,66
162,230,1610612754,38,37,Walker 24' 3PT Jump Shot (3 PTS) (McConnell 4 AST),Made Shot,Jump Shot,9130.0,v,True,IND,67
163,232,1610612765,38,37,MISS Beasley 5' Jump Shot,Missed Shot,Jump Shot,9270.0,h,True,DET,68
164,232,1610612754,38,37,Turner BLOCK (2 BLK),,,9270.0,v,False,DET,68
165,234,1610612754,38,37,Turner REBOUND (Off:0 Def:3),Rebound,Unknown,9300.0,v,True,IND,69
166,235,1610612754,38,37,Turner Bad Pass Turnover (P2.T8),Turnover,Bad Pass,9300.0,v,False,IND,69
167,235,1610612765,38,37,Ivey STEAL (1 STL),,,9300.0,h,True,DET,70
168,237,1610612754,38,37,Walker S.FOUL (P2.T2) (T.Brothers),Foul,Shooting,9350.0,v,False,DET,70
169,239,1610612765,39,37,Duren Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,9350.0,h,False,DET,70
170,240,1610612765,39,37,SUB: Hardaway Jr. FOR Holland II,Substitution,,9350.0,h,False,DET,70
171,242,1610612765,39,37,MISS Duren Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,9350.0,h,False,DET,70
172,243,1610612754,39,37,McConnell REBOUND (Off:0 Def:1),Rebound,Unknown,9370.0,v,True,IND,71
173,244,1610612754,39,37,MISS Turner 15' Jump Shot,Missed Shot,Jump Shot,9490.0,v,False,IND,71
174,245,1610612765,39,37,Duren REBOUND (Off:2 Def:4),Rebound,Unknown,9530.0,h,True,DET,72
175,246,1610612765,41,37,Duren 1' Running Dunk (5 PTS) (Harris 1 AST),Made Shot,Running Dunk Shot,9570.0,h,False,DET,72
176,248,0,41,37,Pacers Timeout: Regular (Reg.2 Short 0),Timeout,Regular,9570.0,v,True,IND,73
177,249,1610612765,41,37,SUB: Cunningham FOR Beasley,Substitution,,9570.0,h,False,IND,73
178,250,1610612754,41,37,SUB: Freeman FOR McConnell,Substitution,,9570.0,v,False,IND,73
179,251,1610612754,41,37,SUB: Haliburton FOR Turner,Substitution,,9570.0,v,False,IND,73
180,255,1610612754,41,37,Mathurin OFF.Foul (P2) (T.Brothers),Foul,Offensive,9750.0,v,False,IND,73
181,257,1610612754,41,37,Mathurin Offensive Foul Turnover (P3.T9),Turnover,Offensive Foul Turnover,9750.0,v,False,IND,73
182,258,1610612754,41,37,SUB: Nembhard FOR Mathurin,Substitution,,9750.0,v,True,DET,74
183,259,1610612754,41,37,SUB: Nesmith FOR Walker,Substitution,,9750.0,v,False,DET,74
184,262,1610612765,41,37,MISS Hardaway Jr. 13' Jump Shot,Missed Shot,Jump Shot,9940.0,h,False,DET,74
185,262,1610612754,41,37,Haliburton BLOCK (2 BLK),,,9940.0,v,False,DET,74
186,264,1610612754,41,37,Toppin REBOUND (Off:0 Def:1),Rebound,Unknown,9980.0,v,True,IND,75
187,265,1610612754,41,37,MISS Haliburton 24' 3PT Jump Shot,Missed Shot,Jump Shot,10060.0,v,False,IND,75
188,266,1610612765,41,37,Duren REBOUND (Off:2 Def:5),Rebound,Unknown,10090.0,h,True,DET,76
189,267,1610612765,43,37,Ivey 2' Running Finger Roll Layup (6 PTS) (Cunningham 4 AST),Made Shot,Running Finger Roll Layup Shot,10140.0,h,False,DET,76
190,269,1610612754,43,37,Haliburton Out of Bounds - Bad Pass Turnover Turnover (P2.T10),Turnover,Out of Bounds - Bad Pass Turnover,10170.0,v,True,IND,77
191,270,1610612754,43,37,SUB: Siakam FOR Toppin,Substitution,,10170.0,v,True,DET,78
192,272,1610612765,43,37,MISS Cunningham 8' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,10300.0,h,False,DET,78
193,273,1610612754,43,37,Nesmith REBOUND (Off:0 Def:1),Rebound,Unknown,10330.0,v,True,IND,79
194,274,1610612754,43,37,MISS Haliburton 26' 3PT Jump Shot,Missed Shot,Jump Shot,10420.0,v,False,IND,79
195,275,1610612754,43,37,Nesmith REBOUND (Off:1 Def:1),Rebound,Unknown,10450.0,v,False,IND,79
196,276,1610612754,43,37,MISS Haliburton 26' 3PT Jump Shot,Missed Shot,Jump Shot,10480.0,v,False,IND,79
197,277,1610612754,43,37,Haliburton REBOUND (Off:1 Def:0),Rebound,Unknown,10490.0,v,False,IND,79
198,278,1610612765,43,37,Ivey P.FOUL (P3.T2) (T.Ricks),Foul,Personal,10490.0,h,False,IND,79
199,280,1610612765,43,37,SUB: Beasley FOR Ivey,Substitution,,10490.0,h,False,IND,79
200,282,1610612754,43,39,Haliburton 13' Fadeaway Jumper (2 PTS),Made Shot,Fadeaway Jump Shot,10610.0,v,False,IND,79
201,283,1610612765,43,39,MISS Beasley 25' 3PT Jump Shot,Missed Shot,Jump Shot,10730.0,h,True,DET,80
202,284,1610612765,43,39,Duren REBOUND (Off:3 Def:5),Rebound,Unknown,10750.0,h,False,DET,80
203,285,1610612765,43,39,Duren Bad Pass Turnover (P2.T8),Turnover,Bad Pass,10770.0,h,False,DET,80
204,285,1610612754,43,39,Haliburton STEAL (2 STL),,,10770.0,v,True,IND,81
205,287,1610612754,43,39,MISS Haliburton 7' Driving Layup,Missed Shot,Driving Layup Shot,10920.0,v,False,IND,81
206,288,1610612765,43,39,Cunningham REBOUND (Off:0 Def:2),Rebound,Unknown,10940.0,h,True,DET,82
207,290,1610612765,43,39,SUB: Stewart FOR Duren,Substitution,,10960.0,h,False,DET,82
208,292,1610612765,43,39,MISS Harris 15' Step Back Jump Shot,Missed Shot,Step Back Jump shot,11100.0,h,False,DET,82
209,293,1610612754,43,39,Siakam REBOUND (Off:2 Def:3),Rebound,Unknown,11130.0,v,True,IND,83
210,294,1610612754,43,41,Nembhard 3' Running Layup (6 PTS) (Siakam 3 AST),Made Shot,Running Layup Shot,11180.0,v,False,IND,83
211,296,0,43,41,PISTONS Timeout: Regular (Full 2 Short 0),Timeout,Regular,11190.0,h,True,DET,84
212,297,1610612765,43,41,MISS Hardaway Jr. 30' 3PT Jump Shot,Missed Shot,Jump Shot,11440.0,h,False,DET,84
213,298,1610612754,43,41,Haliburton REBOUND (Off:1 Def:1),Rebound,Unknown,11470.0,v,True,IND,85
214,299,1610612754,43,41,MISS Nesmith 3' Driving Dunk,Missed Shot,Driving Dunk Shot,11560.0,v,False,IND,85
215,299,1610612765,43,41,Stewart BLOCK (1 BLK),,,11560.0,h,False,IND,85
216,301,1610612765,43,41,Beasley REBOUND (Off:0 Def:2),Rebound,Unknown,11590.0,h,True,DET,86
217,302,1610612765,45,41,Beasley 7' Driving Layup (9 PTS) (Hardaway Jr. 1 AST),Made Shot,Driving Layup Shot,11640.0,h,False,DET,86
218,304,1610612754,45,41,Nesmith S.FOUL (P2.T3) (B.Barnaky),Foul,Shooting,11640.0,v,False,DET,86
219,306,1610612754,45,41,SUB: Turner FOR Freeman,Substitution,,11640.0,v,False,DET,86
220,308,1610612765,46,41,Beasley Free Throw 1 of 1 (10 PTS),Free Throw,Free Throw 1 of 1,11640.0,h,False,DET,86
221,309,1610612754,46,41,MISS Nembhard 13' Pullup Jump Shot,Missed Shot,Pullup Jump shot,11810.0,v,True,IND,87
222,310,1610612765,46,41,Stewart REBOUND (Off:1 Def:1),Rebound,Unknown,11820.0,h,True,DET,88
223,311,1610612765,48,41,Cunningham 2' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,11900.0,h,False,DET,88
224,312,1610612754,48,43,Siakam 3' Layup (8 PTS) (Turner 3 AST),Made Shot,Layup Shot,12100.0,v,True,IND,89
225,314,1610612765,48,43,MISS Beasley 26' 3PT Jump Shot,Missed Shot,Jump Shot,12320.0,h,True,DET,90
226,315,0,48,43,PISTONS Rebound,Rebound,Unknown,12320.0,h,False,DET,90
227,316,1610612754,48,43,Turner L.B.FOUL (P1.T4) (B.Barnaky),Foul,Loose Ball,12320.0,v,False,DET,90
228,318,1610612765,50,43,Harris 9' Pullup Jump Shot (11 PTS) (Cunningham 5 AST),Made Shot,Pullup Jump shot,12420.0,h,False,DET,90
229,320,1610612765,50,43,Beasley P.FOUL (P1.T3) (B.Barnaky),Foul,Personal,12530.0,h,True,IND,91
230,322,1610612765,50,43,SUB: Duren FOR Stewart,Substitution,,12530.0,h,False,IND,91
231,324,1610612765,50,43,Duren S.FOUL (P1.T4) (T.Ricks),Foul,Shooting,12580.0,h,False,IND,91
