,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
0,2,0,0,0,Start of 1st Period (9:15 PM EST),period,start,0.0,,False,,0
1,4,1610612762,0,0,Jump Ball Kessler vs. Edey: Tip to Morant,Jump Ball,,0.0,h,True,MEM,1
2,7,1610612763,0,0,MISS Aldama 25' 3PT Jump Shot,Missed Shot,Jump Shot,160.0,v,False,MEM,1
3,8,1610612762,0,0,Hendricks REBOUND (Off:0 Def:1),Rebound,Unknown,180.0,h,True,UTA,2
4,10,1610612762,0,0,MISS George 6' Driving Floating Bank Jump Shot,Missed Shot,Driving Floating Bank Jump Shot,410.0,h,False,UTA,2
5,11,1610612763,0,0,Smart REBOUND (Off:0 Def:1),Rebound,Unknown,430.0,v,True,MEM,3
6,12,1610612763,0,0,MISS Aldama 3PT Jump Shot,Missed Shot,Jump Shot,520.0,v,False,MEM,3
7,13,1610612762,0,0,Kessler REBOUND (Off:0 Def:1),Rebound,Unknown,550.0,h,True,UTA,4
8,14,1610612762,2,0,Sexton 3' Driving Reverse Layup (2 PTS),Made Shot,Driving Reverse Layup Shot,700.0,h,False,UTA,4
9,15,1610612763,2,0,MISS Bane 26' 3PT Jump Shot,Missed Shot,Jump Shot,780.0,v,True,MEM,5
10,16,1610612762,2,0,Kessler REBOUND (Off:0 Def:2),Rebound,Unknown,800.0,h,True,UTA,6
11,17,1610612762,5,0,Markkanen 26' 3PT Jump Bank Shot (3 PTS) (George 1 AST),Made Shot,Jump Bank Shot,890.0,h,False,UTA,6
12,19,1610612763,5,2,Morant 17' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1050.0,v,True,MEM,7
13,20,1610612762,5,2,Hendricks S.FOUL (P1.T1) (J.Williams),Foul,Shooting,1050.0,h,False,MEM,7
14,22,1610612763,5,3,Morant Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1050.0,v,False,MEM,7
15,23,1610612762,7,3,Kessler 4' Cutting Dunk Shot (2 PTS) (Sexton 1 AST),Made Shot,Cutting Dunk Shot,1160.0,h,True,UTA,8
16,25,1610612763,7,3,Edey S.FOUL (P1.T1) (J.Williams),Foul,Shooting,1160.0,v,False,UTA,8
17,27,1610612762,8,3,Kessler Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1160.0,h,False,UTA,8
18,28,1610612763,8,3,MISS Morant 6' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1330.0,v,True,MEM,9
19,29,1610612763,8,3,Edey REBOUND (Off:1 Def:0),Rebound,Unknown,1330.0,v,False,MEM,9
20,30,1610612763,8,5,Edey Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,1330.0,v,False,MEM,9
21,31,1610612762,8,5,Hendricks S.FOUL (P2.T2) (J.Williams),Foul,Shooting,1330.0,h,False,MEM,9
22,33,1610612763,8,5,MISS Edey Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,1330.0,v,False,MEM,9
23,34,1610612763,8,5,Aldama REBOUND (Off:1 Def:0),Rebound,Unknown,1340.0,v,False,MEM,9
24,35,1610612763,8,8,Aldama 26' 3PT Jump Shot (3 PTS) (Bane 1 AST),Made Shot,Jump Shot,1430.0,v,False,MEM,9
25,37,1610612762,8,8,MISS Kessler 6' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,1610.0,h,True,UTA,10
26,38,1610612763,8,8,Morant REBOUND (Off:0 Def:1),Rebound,Unknown,1650.0,v,True,MEM,11
27,41,1610612763,8,11,Aldama 3PT Jump Shot (6 PTS) (Morant 1 AST),Made Shot,Jump Shot,1720.0,v,False,MEM,11
28,43,1610612763,8,11,Bane P.FOUL (P1.T2) (K.Cutler),Foul,Personal,1940.0,v,True,UTA,12
29,45,1610612762,10,11,Markkanen 6' Alley Oop Dunk (5 PTS) (George 2 AST),Made Shot,Alley Oop Dunk Shot,2000.0,h,False,UTA,12
30,47,1610612763,10,11,MISS Smart 7' Jump Shot,Missed Shot,Jump Shot,2110.0,v,True,MEM,13
31,47,1610612762,10,11,Kessler BLOCK (1 BLK),,,2110.0,h,False,MEM,13
32,49,1610612763,10,11,Smart REBOUND (Off:1 Def:1),Rebound,Unknown,2150.0,v,False,MEM,13
33,50,1610612763,10,11,Edey Out of Bounds - Bad Pass Turnover Turnover (P1.T1),Turnover,Out of Bounds - Bad Pass Turnover,2170.0,v,False,MEM,13
34,51,1610612762,12,11,Sexton 10' Jump Shot (4 PTS) (Kessler 1 AST),Made Shot,Jump Shot,2250.0,h,True,UTA,14
35,53,1610612763,12,11,MISS Bane 5' Running Layup,Missed Shot,Running Layup Shot,2320.0,v,True,MEM,15
36,53,1610612762,12,11,Kessler BLOCK (2 BLK),,,2320.0,h,False,MEM,15
37,55,0,12,11,JAZZ Rebound,Rebound,Unknown,2320.0,h,True,UTA,16
