ID,P1H,P2H,P3H,P4H,P5H,P1V,P2V,P3V,P4V,P5V,Plus_Off,Minus_Def,Plus/Minus,Home_Poss_Off,Home_Poss_Def,Poss_Tot,Time
2019882039031628381162972316422622039351628374162963016306431631222,203903,1628381,1642262,1629723,201988,1631222,1628374,1629630,1630643,203935,3,6,-3,3,3,6,900
2019882039031628381162972316422622039351628374162963016296341631222,203903,1628381,1642262,1629723,201988,1631222,1628374,1629630,203935,1629634,0,0,0,2,0,2,150
2019882039031628381162972316312222039351628374162963016306431641707,203903,1628381,1629723,201988,1631222,1628374,1629630,203935,1630643,1641707,4,7,-3,4,5,9,1360
2019882039031628381162972316312222039351628374162963016417441642262,203903,1628381,1629723,201988,1631222,1628374,1629630,203935,1641744,1642262,2,0,2,2,2,4,420
2019882039031628374162838116312222039351629630163021716417441642262,203903,1628381,201988,1631222,1628374,1629630,203935,1641744,1642262,1630217,4,5,-1,3,3,6,850
2019882039031628374162838116312222039351630217163059016417441642262,203903,1628381,201988,1631222,1628374,203935,1641744,1642262,1630217,1630590,2,0,2,1,0,1,470
203935163059016306431631222164226216290121631117164171816417291642377,1631222,203935,1642262,1630590,1630643,1642377,1629012,1631117,1641718,1641729,2,2,0,3,3,6,490
1629012163059016306431642262164237716296341630583163111716417181641729,1642262,1630590,1630643,1642377,1629012,1631117,1641718,1641729,1629634,1630583,5,11,-6,6,7,13,1720
1629012163059016306431642262164237716283741630583163111716312221641718,1642262,1630590,1630643,1642377,1629012,1631117,1641718,1630583,1631222,1628374,6,5,1,4,3,7,1070
1629012163064316311171642262164237716283741629630163058316312221641718,1642262,1630643,1642377,1629012,1631117,1641718,1630583,1631222,1628374,1629630,0,2,-2,1,2,3,317
1629012163064316311171642262164237716283741629630162972316305831641718,1642262,1630643,1642377,1629012,1631117,1641718,1630583,1628374,1629630,1629723,2,0,2,2,1,3,458
1629012163064316311171642262164237716283741629630163021716305831641718,1642262,1630643,1642377,1629012,1631117,1641718,1630583,1628374,1629630,1630217,0,0,0,1,1,2,45
162837416290121630583163111716417182039351629630163021716417071641744,1629012,1631117,1641718,1630583,1628374,1629630,1630217,203935,1641744,1641707,16,10,6,7,8,15,2510
162837416290121630583163111716417182039351629630163021716306431641707,1629012,1631117,1641718,1630583,1628374,1629630,1630217,203935,1641707,1630643,4,6,-2,3,2,5,840
1629012163021716305831631117164171816305901630643164170716417291642377,1629012,1631117,1641718,1630583,1630217,1641707,1630643,1630590,1642377,1641729,0,0,0,2,2,4,370
163021716305831630643164170716417182039031628381163059016417291642377,1641718,1630583,1630217,1641707,1630643,1630590,1642377,1641729,203903,1628381,0,0,0,0,0,0,130
163021716305831630590164170716417182039031628381162963416417291642377,1641718,1630583,1630217,1641707,1630590,1642377,1641729,203903,1628381,1629634,9,10,-1,7,7,14,1990
20390316283811629630162963416423772019881628374162972316312221642262,1642377,203903,1628381,1629634,1629630,1629723,1631222,201988,1628374,1642262,5,3,2,2,3,5,1150
20390316283811629630162963416423772019881628374162972316305901642262,1642377,203903,1628381,1629634,1629630,1629723,201988,1628374,1642262,1630590,2,3,-1,2,3,5,210
2019882039031628381162963016297232039351628374163122216417441642262,203903,1628381,1629630,1629723,201988,1628374,1642262,203935,1631222,1641744,2,3,-1,2,1,3,420
2019882039031628381162963016297232039351628374163122216417071641744,203903,1628381,1629630,1629723,201988,1628374,203935,1631222,1641744,1641707,3,6,-3,3,4,7,910
2019882039031628374162963016297232039351631117163122216417071641744,203903,1629630,1629723,201988,1628374,203935,1631222,1641744,1641707,1631117,0,0,0,1,0,1,320
2019882039031628374162963016297232039351630643163111716312221641707,203903,1629630,1629723,201988,1628374,203935,1631222,1641707,1631117,1630643,5,0,5,1,2,3,340
20198820390316283741629723164170716302171630590163064316311171642377,203903,1629723,201988,1628374,1641707,1631117,1630643,1630217,1630590,1642377,8,2,6,3,2,5,810
20198820390316283741631117164170716302171630583163059016306431642377,203903,201988,1628374,1641707,1631117,1630643,1630217,1630590,1642377,1630583,1,0,1,1,1,2,350
203903163021716306431631117164170716290121630583163059016417181642377,203903,1641707,1631117,1630643,1630217,1630590,1642377,1630583,1629012,1641718,0,6,-6,3,3,6,670
1630217163059016306431631117164237716283741629012163058316417181642262,1631117,1630643,1630217,1630590,1642377,1630583,1629012,1641718,1628374,1642262,4,4,0,2,3,5,680
163021716305831630590163064316311172039351628374162901216417181642262,1631117,1630643,1630217,1630590,1630583,1629012,1641718,1628374,1642262,203935,3,0,3,2,1,3,300
162901216302171630583163064316311172039351628374162963016417071641718,1631117,1630643,1630217,1630583,1629012,1641718,1628374,203935,1629630,1641707,5,4,1,3,3,6,1040
16290121630217163058316306431631117203903203935162837416296301641707,1631117,1630643,1630217,1630583,1629012,1628374,203935,1629630,1641707,203903,1,2,-1,2,3,5,520
16283741630217163058316306431631117203903203935162963016417071641718,1631117,1630643,1630217,1630583,1628374,203935,1629630,1641707,203903,1641718,3,6,-3,2,2,4,780
20393516283741630217163058316306432039031629012162963016417071641718,1630643,1630217,1630583,1628374,203935,1629630,1641707,203903,1641718,1629012,3,0,3,1,1,2,60
201142203078201935203994162614516261641626181162782616278841629611,201142,203078,203994,1626145,1626164,201935,1626181,1627826,1627884,1629611,5,3,2,4,4,8,1550
201142203078203994162614516261642019351626181162788416296111630539,201142,203078,203994,1626145,1626164,201935,1626181,1627884,1629611,1630539,4,4,0,2,1,3,380
201142201935203078162614516261642034861626181162788416296111630539,201142,203078,1626145,1626164,201935,1626181,1627884,1629611,1630539,203486,2,3,-1,3,3,6,720
2011422019351626145162616416261812034861626220162788416296111630539,201142,1626145,1626164,201935,1626181,1627884,1629611,1630539,203486,1626220,7,8,-1,4,5,9,1350
201142201935162616416261811629611201587203486162622016284201630539,201142,1626164,201935,1626181,1629611,1630539,203486,1626220,1628420,201587,2,0,2,3,2,5,890
2019352034861626164162961116305392015871626220162842016296451642346,1626164,201935,1629611,1630539,203486,1626220,1628420,201587,1642346,1629645,0,0,0,1,1,2,310
20348616262201628420162961116305392015871627739162964516423451642346,1629611,1630539,203486,1626220,1628420,201587,1642346,1629645,1642345,1627739,0,0,0,0,1,1,170
20158716262201628420163053916423462030781627739162959916296451642345,1630539,1626220,1628420,201587,1642346,1629645,1642345,1627739,203078,1629599,2,0,2,1,0,1,300
20158716284201629645163053916423462030781627739162896016295991642345,1630539,1628420,201587,1642346,1629645,1642345,1627739,203078,1629599,1628960,0,5,-5,5,6,11,1530
201587203078162773916296451642345201142203994162782616289601629599,201587,1629645,1642345,1627739,203078,1629599,1628960,201142,203994,1627826,5,6,-1,5,4,9,1270
2015872030781627739162964516423452011421626220162782616289601629599,201587,1629645,1642345,1627739,203078,1629599,1628960,201142,1627826,1626220,0,0,0,0,0,0,330
201587203078162773916295991642345201142201935162622016278261628960,201587,1642345,1627739,203078,1629599,1628960,201142,1627826,1626220,201935,0,2,-2,2,2,4,390
201142203078162773916278261629599201935203994162614516261811626220,1627739,203078,1629599,201142,1627826,1626220,201935,203994,1626145,1626181,0,3,-3,3,3,6,770
2011422019351626220162782616295992039941626145162616416261811627884,1629599,201142,1627826,1626220,201935,203994,1626145,1626181,1626164,1627884,0,0,0,1,1,2,210
2011422019352039941626220162782616261451626164162618116278841629611,201142,1627826,1626220,201935,203994,1626145,1626181,1626164,1627884,1629611,0,6,-6,3,3,6,1110
2011422019351626145162622016278262034861626164162618116278841629611,201142,1627826,1626220,201935,1626145,1626181,1626164,1627884,1629611,203486,2,0,2,3,4,7,660
20193516261451626181162622016278262034861626164162788416289601629611,1627826,1626220,201935,1626145,1626181,1626164,1627884,1629611,203486,1628960,2,5,-3,3,3,6,940
201935162616416261811627884162961120158720307820348616289601642346,201935,1626181,1626164,1627884,1629611,203486,1628960,203078,1642346,201587,1,0,1,1,0,1,160
201935162616416261811627884162961120114220158720307816289601642346,201935,1626181,1626164,1627884,1629611,1628960,203078,1642346,201587,201142,3,0,3,1,2,3,360
201935162616416261811628960162961120114220158720307816277391642346,201935,1626181,1626164,1629611,1628960,203078,1642346,201587,201142,1627739,2,0,2,1,0,1,220
201935162616416261811628960162961120114220158720307816261451627739,201935,1626181,1626164,1629611,1628960,203078,201587,201142,1627739,1626145,0,0,0,0,1,1,252
2030781626164162618116289601629611201142201587162614516277391629645,1626181,1626164,1629611,1628960,203078,201587,201142,1627739,1626145,1629645,0,1,-1,0,0,0,35
2015872030781626164162618116289602011421627739162959916296451642345,1626181,1626164,1628960,203078,201587,201142,1627739,1629645,1642345,1629599,2,1,1,2,2,4,493
201142203078203994162616416261812019351626145162782616278841629611,1626181,1626164,203078,201142,203994,1626145,201935,1627826,1627884,1629611,9,4,5,7,7,14,1890
20114220307820399416261641626181201587201935162614516278261627884,1626181,1626164,203078,201142,203994,1626145,201935,1627826,1627884,201587,1,0,1,1,0,1,320
201142203078162614516261641626181201587201935162782616278841642345,1626181,1626164,203078,201142,1626145,201935,1627826,1627884,201587,1642345,3,2,1,2,2,4,690
2011422019351626145162616416261812015871626220162782616278841642345,1626181,1626164,201142,1626145,201935,1627826,1627884,201587,1642345,1626220,8,2,6,5,6,11,1170
2011422019351626164162618116278262015871626220162788416284201642345,1626181,1626164,201142,201935,1627826,1627884,201587,1642345,1626220,1628420,2,4,-2,5,4,9,940
2015872019351626181162782616423452030781626220162773916284201642346,1626181,201935,1627826,201587,1642345,1626220,1628420,203078,1642346,1627739,2,0,2,0,0,0,40
2015872019351626181162622016423452030781627739162842016305391642346,1626181,201935,201587,1642345,1626220,1628420,203078,1642346,1627739,1630539,0,1,-1,0,1,1,20
201587201935203078162842016423462034861627739162896016296451630539,201935,201587,1628420,203078,1642346,1627739,1630539,203486,1628960,1629645,10,12,-2,9,8,17,2130
201587203078203486162773916284202011421627826162896016295991629645,201587,1628420,203078,1627739,203486,1628960,1629645,201142,1627826,1629599,0,0,0,0,1,1,280
2030782034861627739162842016289602011421627826162959916296111629645,1628420,203078,1627739,203486,1628960,1629645,201142,1627826,1629599,1629611,4,2,2,3,3,6,920
2011422030781627739162782616289602039941626145162618116295991629611,203078,1627739,1628960,201142,1627826,1629599,1629611,203994,1626145,1626181,4,1,3,2,2,4,500
2011422030781627739162782616295992039941626145162616416261811629611,203078,1627739,201142,1627826,1629599,1629611,203994,1626145,1626181,1626164,6,4,2,5,5,10,1090
20114216277391627826162959916296112039941626145162616416261811626220,1627739,201142,1627826,1629599,1629611,203994,1626145,1626181,1626164,1626220,3,5,-2,3,2,5,970
201142203994162782616295991629611201935203078162614516261641626181,201142,1627826,1629599,1629611,203994,1626145,1626181,1626164,203078,201935,7,6,1,4,4,8,1120
2011421626145162782616295991629611201935203078162616416261811626220,201142,1627826,1629599,1629611,1626145,1626181,1626164,203078,201935,1626220,1,5,-4,2,2,4,370
2011421626145162618116295991629611201935203078162616416262201627884,201142,1629599,1629611,1626145,1626181,1626164,203078,201935,1626220,1627884,0,0,0,0,1,1,290
2011421626145162616416261811629599201935203078162622016278261627884,201142,1629599,1626145,1626181,1626164,203078,201935,1626220,1627884,1627826,0,3,-3,4,3,7,650
201142162614516261641626181162959920158720193520307816262201627884,201142,1629599,1626145,1626181,1626164,203078,201935,1626220,1627884,201587,0,3,-3,0,0,0,140
2011422030781626145162618116295992019351626220162782616278841628960,201142,1629599,1626145,1626181,203078,201935,1626220,1627884,1627826,1628960,2,0,2,1,1,2,455
201142201935203078162614516295992015871626220162773916278841628960,201142,1629599,1626145,203078,201935,1626220,1627884,1628960,201587,1627739,12,15,-3,12,13,25,415
201142201935203078162614516295992039941626181162782616278841628960,201142,1629599,1626145,203078,201935,1627884,1628960,203994,1626181,1627826,0,0,0,0,0,0,1360
201142201935203078162614516295992039941626181162622016278261627884,201142,1629599,1626145,203078,201935,1627884,203994,1626181,1627826,1626220,0,0,0,0,0,0,290
20114220193520307816261451629599201587203994162618116262201627884,201142,1629599,1626145,203078,201935,1627884,203994,1626181,1626220,201587,0,0,0,0,0,0,568
201142201935203078162614516295992015871626181162622016278841628960,201142,1629599,1626145,203078,201935,1627884,1626181,1626220,201587,1628960,0,0,0,0,0,0,752
2011422019352030781626145162959916261811626220162773916278841628960,201142,1629599,1626145,203078,201935,1627884,1626220,1628960,1626181,1627739,0,0,0,0,0,0,30
20348420271016261791628389162897616296391630532163059116310941631107,203484,1628976,1630532,1630591,1631094,202710,1626179,1628389,1629639,1631107,12,11,1,11,10,21,3150
2027102034841626179162897616310942039141628389162963916311071641710,203484,1628976,1631094,202710,1626179,1628389,1629639,1631107,203914,1641710,7,0,7,3,4,7,630
20271016283891628976162963916310942039141630175163110716311701641710,1628976,1631094,202710,1628389,1629639,1631107,203914,1641710,1630175,1631170,2,8,-6,3,3,6,890
20271020391416289761629639163109416284181629312163017516311701641710,1628976,1631094,202710,1629639,203914,1641710,1630175,1631170,1628418,1629312,3,5,-2,3,2,5,660
203914163017516310941631170164171016261791628418162902116291301629312,1631094,203914,1641710,1630175,1631170,1628418,1629312,1629021,1626179,1629130,4,5,-1,3,3,6,710
203914162841816301751631170164171016261791628371162902116291301629312,203914,1641710,1630175,1631170,1628418,1629312,1629021,1626179,1629130,1628371,4,3,1,3,3,6,1028
20391416290211629312163117016417102034841626179162837116291301629639,203914,1641710,1631170,1629312,1629021,1626179,1629130,1628371,203484,1629639,0,0,0,1,2,3,132
203914162902116293121631170164171016261791628371162841816291301630175,203914,1641710,1631170,1629312,1629021,1626179,1629130,1628371,1630175,1628418,2,3,-1,4,4,8,1170
203914162617916290211629312164171016283711628418162913016296391630175,203914,1641710,1629312,1629021,1626179,1629130,1628371,1630175,1628418,1629639,3,0,3,2,1,3,460
1626179162902116291301629312164171016283711628418162963916301751630532,1641710,1629312,1629021,1626179,1629130,1628371,1630175,1628418,1629639,1630532,5,3,2,1,2,3,510
162617916290211629130162931216417102034841628371162841816296391630532,1641710,1629312,1629021,1626179,1629130,1628371,1628418,1629639,1630532,203484,0,0,0,1,0,1,180
162617916291301629312162963916417102034841628389162897616305321631094,1641710,1629312,1626179,1629130,1629639,1630532,203484,1628976,1631094,1628389,0,2,-2,1,2,3,480
16291301629312162963916305321641710202710203484162838916289761631094,1641710,1629312,1629130,1629639,1630532,203484,1628976,1631094,1628389,202710,5,4,1,4,4,8,910
2034841628976162913016296391630532202710203914162838916310941631107,1629130,1629639,1630532,203484,1628976,1631094,1628389,202710,203914,1631107,4,5,-1,5,4,9,1330
2034841628389162897616296391631094202710203914162617916311071641710,1629639,203484,1628976,1631094,1628389,202710,203914,1631107,1641710,1626179,3,6,-3,6,7,13,2039
2034841628389162897616296391631094202710203914162617916293121641710,1629639,203484,1628976,1631094,1628389,202710,203914,1641710,1626179,1629312,0,3,-3,1,1,2,121
20348416283891628976162963916310942027101626179163053216305911631107,1629639,203484,1628976,1631094,1628389,202710,1626179,1630532,1630591,1631107,5,16,-11,9,9,18,2620
20348416283891628976162963916310942027101626179162931216305321630591,1629639,203484,1628976,1631094,1628389,202710,1626179,1630532,1630591,1629312,3,6,-3,4,4,8,1110
20348416283891628976162963916310942027101629312163053216305911631170,1629639,203484,1628976,1631094,1628389,202710,1630532,1630591,1629312,1631170,0,5,-5,3,2,5,640
2034841628389162897616296391631094202710203914162931216311701641710,1629639,203484,1628976,1631094,1628389,202710,1629312,1631170,203914,1641710,2,7,-5,3,3,6,1390
20348420391416293121631170164171016261791628371162841816290211629130,203484,1629312,1631170,203914,1641710,1628371,1629021,1626179,1628418,1629130,0,0,0,1,1,2,360
203914162837116293121631170164171016261791628418162902116291301630175,1629312,1631170,203914,1641710,1628371,1629021,1626179,1628418,1629130,1630175,16,7,9,7,6,13,2140
1628371162902116293121631170164171016261791628418162913016301751630532,1629312,1631170,1641710,1628371,1629021,1626179,1628418,1629130,1630175,1630532,0,4,-4,3,4,7,890
1626179162902116293121631170164171016284181629130163017516305321631094,1629312,1631170,1641710,1629021,1626179,1628418,1629130,1630175,1630532,1631094,4,13,-9,6,5,11,1500
1629021162931216301751630532164171016306961631094163110716417961642276,1629312,1641710,1629021,1630175,1630532,1631094,1630696,1631107,1641796,1642276,0,0,0,1,1,2,540
162931216306961631107164179616422762027091629048163121616417241641783,1629312,1630696,1631107,1641796,1642276,202709,1629048,1631216,1641724,1641783,13,0,13,10,11,21,3210
20157220308120156920308320350716261621627752162901816301781630231,201572,203081,203507,1627752,1629018,201569,203083,1626162,1630178,1630231,8,4,4,9,9,18,2610
20157220308120350716277521629018201569203083162616216289971630178,201572,203081,203507,1627752,1629018,201569,203083,1626162,1630178,1628997,2,6,-4,4,3,7,870
201569201572203081162775216290182030831626171162782416289971630178,201572,203081,1627752,1629018,201569,203083,1630178,1628997,1626171,1627824,5,2,3,4,4,8,1460
2015722030811628997162901816301782007681626162162617116261921627824,201572,203081,1629018,1630178,1628997,1626171,1627824,1626192,200768,1626162,2,2,0,2,2,4,570
2030811626171162899716290181630178200768203507162616216261921627824,203081,1629018,1630178,1628997,1626171,1627824,1626192,200768,1626162,203507,0,5,-5,2,3,5,850
1626171162619216278241628997162901820076820156920350716261531626162,1629018,1628997,1626171,1627824,1626192,200768,1626162,203507,1626153,201569,2,0,2,1,1,2,367
2007681626171162619216278241628997201569203507162615316261621631260,1628997,1626171,1627824,1626192,200768,1626162,203507,1626153,201569,1631260,2,3,-1,2,1,3,417
20076816261621626171162619216278242015691626153162775216301781631260,1626171,1627824,1626192,200768,1626162,1626153,201569,1631260,1627752,1630178,2,0,2,0,2,2,56
20076816261621626171162619216278242035071626153162899716302311631260,1626171,1627824,1626192,200768,1626162,1626153,1631260,203507,1628997,1630231,4,9,-5,6,5,11,1970
2035071626153162617116261921628997201569203083162901816301781630231,1626171,1626192,1626153,203507,1628997,1630231,1629018,201569,203083,1630178,4,0,4,1,2,3,580
162617116261921628997162901816302312015692015722030812030831630178,1626171,1626192,1628997,1630231,1629018,201569,203083,1630178,201572,203081,4,5,-1,6,5,11,1190
201569203083162617116290181630231201572203081162616216277521630178,1626171,1630231,1629018,201569,203083,1630178,201572,203081,1627752,1626162,2,9,-7,4,4,8,1130
201572203083162617116290181630178200768203081162775216278241628997,1626171,1629018,203083,1630178,201572,203081,1627752,200768,1627824,1628997,5,9,-4,3,4,7,1060
20157220308120308316290181630178200768203507162775216278241628997,1629018,203083,1630178,201572,203081,1627752,200768,1627824,1628997,203507,2,1,1,3,3,6,610
201572203081162775216290181630178200768203507162782416289971630231,1629018,1630178,201572,203081,1627752,200768,1627824,1628997,203507,1630231,0,1,-1,0,0,0,82
20157220308116277521629018163017820076820156920350716278241628997,1629018,1630178,201572,203081,1627752,200768,1627824,1628997,203507,201569,3,2,1,3,4,7,578
20157220308116277521629018163017820156920308320350716261621628997,1629018,1630178,201572,203081,1627752,1628997,203507,201569,203083,1626162,14,14,0,9,9,18,2640
2015722030811627752162901816301782035071626162162782416289971630231,1629018,1630178,201572,203081,1627752,1628997,203507,1626162,1627824,1630231,3,10,-7,6,5,11,1410
20157220308116277521629018163017816261621626171162782416289971630231,1629018,1630178,201572,203081,1627752,1628997,1626162,1627824,1630231,1626171,1,0,1,0,0,0,70
2015722030811627752162901816301782007681626162162617116278241641741,1629018,1630178,201572,203081,1627752,1626162,1627824,1626171,200768,1641741,3,0,3,1,2,3,210
2015722030811627824162901816301782007681626171162619216289971641741,1629018,1630178,201572,203081,1627824,1626171,200768,1641741,1626192,1628997,1,0,1,1,0,1,140
2015722030811626171162782416301782007681626153162619216289971641741,1630178,201572,203081,1627824,1626171,200768,1641741,1626192,1628997,1626153,7,12,-5,7,7,14,1670
20076820157220308116261921641741203083203507162615316261621628997,201572,203081,200768,1641741,1626192,1628997,1626153,203507,203083,1626162,5,6,-1,3,3,6,1060
200768203507162615316261921628997201569203083162617116277521630178,200768,1626192,1628997,1626153,203507,203083,1626171,1627752,201569,1630178,3,2,1,2,2,4,830
2007682035071626153162619216289972015691626171162775216278241630178,200768,1626192,1628997,1626153,203507,1626171,1627752,201569,1630178,1627824,2,0,2,1,2,3,760
20076820350716261531626192162899716261621626171162775216278241630178,200768,1626192,1628997,1626153,203507,1626171,1627752,1630178,1627824,1626162,2,3,-1,1,1,2,180
2007682035071626171162619216289972030811626162162775216278241630178,200768,1626192,1628997,203507,1626171,1627752,1630178,1627824,1626162,203081,4,0,4,4,4,8,810
2007681626171162619216289971630178201572203081162616216278241629018,200768,1626192,1628997,1626171,1630178,1627824,1626162,203081,201572,1629018,3,5,-2,3,3,6,1090
2007681626171162782416289971630178201572203081162616216277521629018,200768,1628997,1626171,1630178,1627824,1626162,203081,201572,1629018,1627752,0,0,0,1,0,1,100
200768162616216278241628997163017820157220308120350716277521629018,200768,1628997,1630178,1627824,1626162,203081,201572,1629018,1627752,203507,2,3,-1,2,3,5,850
20076820308116261621628997163017820157220308320350716277521629018,200768,1628997,1630178,1626162,203081,201572,1629018,1627752,203507,203083,0,2,-2,1,1,2,260
201572203081162616216290181630178203083203507162775216417411642272,1630178,1626162,203081,201572,1629018,1627752,203507,203083,1641741,1642272,2,2,0,2,2,4,730
2015722030812035071627752162901816302881631311164173716417411642272,203081,201572,1629018,1627752,203507,1641741,1642272,1630288,1631311,1641737,2,0,2,2,1,3,260
20157220308116277521629018164174116302881631311164173716418901642272,203081,201572,1629018,1627752,1641741,1642272,1630288,1631311,1641737,1641890,4,3,1,2,3,5,670
1629018163028816313111641741164227216311571641737164174816418901642358,1629018,1641741,1642272,1630288,1631311,1641737,1641890,1631157,1641748,1642358,2,2,0,1,0,1,287
1630288163131116417371641741164227216306991631157164174816418901642358,1641741,1642272,1630288,1631311,1641737,1641890,1631157,1641748,1642358,1630699,2,2,0,1,1,2,373
1627751162837816283861629636162973116301931630534163056716305961641711,1628378,1628386,1629636,1629731,1630596,1627751,1630193,1630534,1630567,1641711,16,11,5,11,11,22,3340
1627751162838616296361629731163019316277471628449163024116305341641711,1628386,1629636,1629731,1627751,1630193,1630534,1641711,1627747,1630241,1628449,1,3,-2,2,3,5,840
1627751162838616296361629731163053416277471628449163024116305581641711,1628386,1629636,1629731,1627751,1630534,1641711,1627747,1630241,1628449,1630558,7,6,1,4,3,7,970
1627747162838616284491630241164171116277771628378162898116305581642347,1628386,1641711,1627747,1630241,1628449,1630558,1627777,1628378,1628981,1642347,3,2,1,2,3,5,400
1627747162777716284491630241163055816283781628981163056716305961642347,1627747,1630241,1628449,1630558,1627777,1628378,1628981,1642347,1630596,1630567,5,11,-6,6,5,11,1650
1627777162837816284491630241163055816289811630171163056716305961642347,1630241,1628449,1630558,1627777,1628378,1628981,1642347,1630596,1630567,1630171,0,6,-6,3,3,6,780
1627777162837816284491630241163055816301711630567163059616417111642367,1630241,1628449,1630558,1627777,1628378,1630596,1630567,1630171,1641711,1642367,0,2,-2,1,2,3,620
1627777162837816284491630241163059616301711630193163056716417111642367,1630241,1628449,1627777,1628378,1630596,1630567,1630171,1641711,1642367,1630193,3,2,1,2,1,3,360
1627777162837816301711630567163059616277511629660163019316417111642367,1627777,1628378,1630596,1630567,1630171,1641711,1642367,1630193,1629660,1627751,2,4,-2,1,2,3,470
1628378163017116301931630596164171116277511629660162973116305341630558,1628378,1630596,1630171,1641711,1630193,1629660,1627751,1629731,1630534,1630558,2,2,0,2,1,3,420
1628378162966016301711630193164171116277511628386162973116305341630558,1628378,1630171,1641711,1630193,1629660,1627751,1629731,1630534,1630558,1628386,2,0,2,3,3,6,690
1627751162966016301711630193164171116283861629636162973116305341630558,1630171,1641711,1630193,1629660,1627751,1629731,1630534,1630558,1628386,1629636,4,2,2,3,4,7,880
1627751162966016297311630193164171116277471628386162963616305341630567,1641711,1630193,1629660,1627751,1629731,1630534,1628386,1629636,1627747,1630567,1,2,-1,2,1,3,390
1627751162966016297311630193164171116277471628378162838616305341630567,1641711,1630193,1629660,1627751,1629731,1630534,1628386,1627747,1630567,1628378,0,7,-7,4,4,8,740
1627751162966016301931630534164171116277471628378162838616305671630596,1641711,1630193,1629660,1627751,1630534,1628386,1627747,1630567,1628378,1630596,0,0,0,1,2,3,410
1627751162838616296601630534164171116277471628378163056716305961642347,1641711,1629660,1627751,1630534,1628386,1627747,1630567,1628378,1630596,1642347,3,9,-6,6,4,10,1440
1627751162838616305341630567164171116283781629636162973116305581630596,1641711,1627751,1630534,1628386,1630567,1628378,1630596,1629636,1629731,1630558,7,8,-1,5,6,11,2050
1627751162837816283861630534163056716296361629731163055816305961642347,1627751,1630534,1628386,1630567,1628378,1630596,1629636,1629731,1630558,1642347,0,6,-6,3,3,6,880
1627751162837816283861629636163056716277471628449162973116423471642419,1627751,1628386,1630567,1628378,1629636,1629731,1642347,1627747,1628449,1642419,1,0,1,1,0,1,250
1627751162838616296361629731163056716277471628449163024116423471642419,1627751,1628386,1630567,1629636,1629731,1642347,1627747,1628449,1642419,1630241,0,2,-2,2,2,4,370
1627751162838616296361630567164234716277471627777162844916302411642419,1627751,1628386,1630567,1629636,1642347,1627747,1628449,1642419,1630241,1627777,2,0,2,0,0,0,110
1627747162775116283861629636164234716277771628449163024116417111642419,1627751,1628386,1629636,1642347,1627747,1628449,1642419,1630241,1627777,1641711,8,7,1,5,6,11,1440
1627747162838616284491629636164234716277771628981163024116417111642419,1628386,1629636,1642347,1627747,1628449,1642419,1630241,1627777,1641711,1628981,3,1,2,2,1,3,450
1627747162844916296361630241164234716277771628981163056716305961641711,1629636,1642347,1627747,1628449,1630241,1627777,1641711,1628981,1630596,1630567,9,12,-3,6,7,13,1650
1627747162777716284491628981163059616283781630171163053416305581642419,1627747,1628449,1627777,1628981,1630596,1628378,1630171,1630534,1630558,1642419,4,4,0,4,3,7,1270
1627777162837816284491628981163059616296601630171163053416305581642419,1628449,1627777,1628981,1630596,1628378,1630171,1630534,1630558,1642419,1629660,2,5,-3,2,3,5,650
1627777162837816284491630171163059616296601630534163055816423671642419,1628449,1627777,1630596,1628378,1630171,1630534,1630558,1642419,1629660,1642367,0,2,-2,2,1,3,180
16277771629660163017116423671642419202066202684162898116418541642347,1627777,1630171,1642419,1629660,1642367,202684,1641854,202066,1628981,1642347,5,2,3,3,4,7,1100
20268416296601630171164236716424192020661628981164185416422811642347,1630171,1642419,1629660,1642367,202684,1641854,202066,1628981,1642347,1642281,3,5,-2,2,2,4,710
20268416296601630171164236716424192020661628981163055816418541642281,1630171,1642419,1629660,1642367,202684,1641854,202066,1628981,1642281,1630558,5,1,4,2,2,4,590
20268416296601630171164236716424192020661630558164185416422791642281,1630171,1642419,1629660,1642367,202684,1641854,202066,1642281,1630558,1642279,8,12,-4,10,9,19,2700
