ID,P1H,P2H,P3H,P4H,P5H,P1V,P2V,P3V,P4V,P5V,Plus_Off,Minus_Def,Plus/Minus,Home_Poss_Off,Home_Poss_Def,Poss_Tot,Time,Off_Rating,Def_Rating,Net_Rating,h,Season
2026852034682039351627742162899116296271630214163021716305291630533,202685,203468,1627742,1629627,1630529,203935,1628991,1630214,1630217,1630533,17,14,3,13,12,25,3600,130.76923076923077,116.66666666666667,14.102564102564102,0.16025641025641027,2023-24
203935162774216296271630214163052916301841630217163053316307001631223,1627742,1629627,1630529,203935,1630214,1630217,1630533,1630184,1630700,1631223,0,0,0,0,1,1,200,,0.0,,inf,2023-24
203935162774216302141630217163052916262041628379163018416307001631223,1627742,1630529,203935,1630214,1630217,1630184,1630700,1631223,1626204,1628379,9,11,-2,8,8,16,2640,112.5,137.5,-25.0,0.25,2023-24
162774216301841630214163052916307002015651626204162837916312221631223,1627742,1630529,1630214,1630184,1630700,1631223,1626204,1628379,201565,1631222,3,4,-1,4,5,9,1060,75.0,80.0,-5.0,0.45,2023-24
16262041628379163018416307001631223201565203468162899116296271631222,1630184,1630700,1631223,1626204,1628379,201565,1631222,203468,1629627,1628991,3,3,0,4,4,8,1100,75.0,75.0,0.0,0.5,2023-24
16262041628379163018416307001631223201565203468162899116296271630217,1630184,1630700,1631223,1626204,1628379,201565,203468,1629627,1628991,1630217,2,0,2,2,2,4,280,100.0,0.0,100.0,1.0,2023-24
2015652034681628379163070016312232026851628991163034616305331641722,1630700,1631223,1628379,201565,203468,1628991,202685,1630346,1641722,1630533,5,13,-8,9,8,17,2680,55.55555555555556,162.5,-106.94444444444444,0.2361111111111111,2023-24
2015652026852034681628991163034616302171630529163053316312221641722,201565,203468,1628991,202685,1630346,1641722,1630533,1630529,1630217,1631222,0,0,0,0,1,1,200,,0.0,,inf,2023-24
2026852034681628991163034616305332039351627742163021716305291631222,203468,1628991,202685,1630346,1630533,1630529,1630217,1631222,1627742,203935,2,3,-1,1,1,2,160,200.0,300.0,-100.0,2.0,2023-24
2026852034681630346163052916305332039351627742163021416302171631222,203468,202685,1630346,1630533,1630529,1630217,1631222,1627742,203935,1630214,0,0,0,1,0,1,110,0.0,,,inf,2023-24
20268516302171630346163052916305332039351627742162962716302141631222,202685,1630346,1630533,1630529,1630217,1631222,1627742,203935,1630214,1629627,2,8,-6,5,5,10,1290,40.0,160.0,-120.0,0.4,2023-24
2026851630217163052916305331631222203468203935162774216296271630214,202685,1630533,1630529,1630217,1631222,1627742,203935,1630214,1629627,203468,3,3,0,3,3,6,700,100.0,100.0,0.0,0.6666666666666666,2023-24
20393516277421630217163052916305332034681626204162899116296271630214,1630533,1630529,1630217,1627742,203935,1630214,1629627,203468,1626204,1628991,7,0,7,3,3,6,1020,233.33333333333334,0.0,233.33333333333334,0.6666666666666666,2023-24
20393516277421630214163021716305292034681626204162837916289911629627,1630529,1630217,1627742,203935,1630214,1629627,203468,1626204,1628991,1628379,0,5,-5,3,4,7,982,0.0,125.0,-125.0,0.5833333333333334,2023-24
20346816296271630214163021716305292015651626204162837916289911630346,1630529,1630217,1630214,1629627,203468,1626204,1628991,1628379,1630346,201565,0,0,0,1,1,2,58,0.0,0.0,0.0,2.0,2023-24
2034681629627163021416302171630529202685203935162774216289911630533,1630529,1630217,1630214,1629627,203468,1628991,202685,1627742,203935,1630533,9,11,-2,14,13,27,3640,64.28571428571429,84.61538461538461,-20.32967032967032,0.14835164835164835,2023-24
162620416277421630184163021716307002015651628991162962716312221631223,1630217,1627742,1626204,1630184,1630700,1631223,1629627,201565,1628991,1631222,0,0,0,1,1,2,160,0.0,0.0,0.0,2.0,2023-24
16262041627742163021716307001631223201565203468162899116296271631222,1630217,1627742,1626204,1630700,1631223,1629627,201565,1628991,1631222,203468,6,3,3,3,3,6,820,200.0,100.0,100.0,0.6666666666666666,2023-24
16262041627742162962716302171631223201565203468162899116303461631222,1630217,1627742,1626204,1631223,1629627,201565,1628991,1631222,203468,1630346,2,2,0,3,3,6,835,66.66666666666666,66.66666666666666,0.0,0.6666666666666666,2023-24
20156516277421629627163021716312232034681628991163034616312221641722,1630217,1627742,1631223,1629627,201565,1628991,1631222,203468,1630346,1641722,0,2,-2,2,0,2,65,0.0,,,inf,2023-24
2015652034681628991163122216312232026851630346163052916305331641722,1631223,201565,1628991,1631222,203468,1630346,1641722,202685,1630529,1630533,11,15,-4,7,7,14,2280,157.14285714285714,214.28571428571428,-57.14285714285714,0.2857142857142857,2023-24
2026852034681628991163034616417222039351630214163021716305291630533,1628991,203468,1630346,1641722,202685,1630529,1630533,203935,1630214,1630217,0,0,0,1,1,2,310,0.0,0.0,0.0,2.0,2023-24
2026852034681630346163052916305332039351630214163021716307001631223,203468,1630346,202685,1630529,1630533,203935,1630214,1630217,1630700,1631223,3,2,1,1,2,3,330,300.0,100.0,200.0,1.5,2023-24
20346820393516302141630529163053316277421629627163021716307001631223,203468,1630529,1630533,203935,1630214,1630217,1630700,1631223,1627742,1629627,2,0,2,2,1,3,380,100.0,0.0,100.0,1.5,2023-24
203935163021416302171630529163053316277421629627163018416307001631223,1630529,1630533,203935,1630214,1630217,1630700,1631223,1627742,1629627,1630184,2,2,0,2,3,5,660,100.0,66.66666666666666,33.33333333333334,0.8333333333333334,2023-24
203935163021416302171630529163070016277421628991162962716301841631223,1630529,203935,1630214,1630217,1630700,1631223,1627742,1629627,1630184,1628991,2,1,1,1,0,1,390,200.0,,,inf,2023-24
2039351630214163021716305291631223202685203468162774216289911629627,1630529,203935,1630214,1630217,1631223,1627742,1629627,1628991,202685,203468,10,9,1,8,8,16,2220,125.0,112.5,12.5,0.25,2023-24
20393516302141630217163052916312232034681627742162899116296271630700,1630529,203935,1630214,1630217,1631223,1627742,1629627,1628991,203468,1630700,4,0,4,2,3,5,630,200.0,0.0,200.0,0.8333333333333334,2023-24
1626145162616716283981628971162965516296731630166163016716301691631097,1626145,1628398,1629655,1629673,1630166,1626167,1628971,1630167,1630169,1631097,10,16,-6,13,13,26,3250,76.92307692307693,123.07692307692308,-46.153846153846146,0.15384615384615385,2023-24
1626145162839816296551629673163016716261531627741162961416301691630188,1626145,1628398,1629655,1629673,1630167,1630169,1626153,1627741,1629614,1630188,6,0,6,2,1,3,480,300.0,0.0,300.0,1.5,2023-24
